local_num,X_Coord,Y_Coord,codeHallNm,codeHeatNm,codeMgrNm,codeSaleNm,hoCnt,kaptMarea,kaptTarea,age,kaptdaCnt,privArea,apt_elect_202001,apt_elect_202002,apt_elect_202003,apt_elect_202004,apt_elect_202005,apt_elect_202006,apt_elect_202007,apt_elect_202008,apt_elect_202009,apt_elect_202010,apt_elect_202011,apt_elect_202012,data_div_parea_elect_2020_average,pblntfPclnd,Grade,HGLG
461,129.090009,35.22918289,계단식,개별난방,위탁관리,분양,1110,120033.051,150306.84,8,1110,93465.06,539.6572259,506.7547916,510.7888766,462.5815679,471.1296713,484.7845601,458.1233458,738.8388238,458.8914831,486.7851259,518.1489211,718.3082106,529.5660503,730500,0.776209677,MID
462,126.9781683,37.39129747,복도식,개별난방,위탁관리,분양,176,18235.8,19686.19,28,176,13434.2,54.07020887,63.87056914,59.46390555,47.23466972,41.83650683,44.06068095,54.18484167,54.87859344,48.49339745,38.57736225,44.6171711,59.42415626,50.89267194,1290000,0.54233871,MID
463,127.3717209,36.34453945,혼합식,지역난방,위탁관리,임대,1220,102756.1649,103188.85,10,1220,57815.88,630.3730567,568.7643429,614.550518,562.0700922,575.0254082,569.4855981,572.6147557,818.9808406,526.7021448,560.9744416,573.4752286,653.9164154,602.2444036,1825000,0.427419355,MID
464,127.0220944,35.82305634,계단식,개별난방,위탁관리,분양,296,27722.254,31543.135,19,296,20629.178,726.9979444,746.9522053,672.3762818,674.4049617,594.1463106,561.3078718,454.4611521,501.2536127,562.2923996,591.4263768,636.8736554,691.5452472,617.8365016,291200,0.955645161,HG
466,127.2406298,36.28662967,계단식,개별난방,위탁관리,분양,651,62056.466,69844.6,25,651,49630.56,510.1763913,532.7572367,485.7765054,510.4232151,467.2482035,451.6539809,438.6629931,380.2159395,608.7964754,437.912246,452.4716223,467.9814211,478.6730192,518600,0.877016129,HG
467,127.3643938,36.36011371,계단식,개별난방,자치관리,분양,253,28757.053,28880,29,253,22524.8,77.2597315,76.77670834,65.42344438,59.33193635,55.99161813,60.87068476,65.72000639,68.16042762,62.43207487,54.24909433,63.23296988,73.63616991,65.2570722,1128000,0.612903226,MID
468,126.2755573,36.77683464,복도식,개별난방,위탁관리,분양,183,19738.907,20748.88,28,183,14325.46,460.688662,479.0743194,448.2124134,462.7256647,418.2620314,409.6173526,403.5945792,396.7199657,618.3019603,384.2531409,414.548922,434.0359751,444.1695822,1695000,0.449596774,MID
469,127.3055552,36.3574196,복도식,개별난방,위탁관리,분양,795,46645.61,49237.145,26,795,34456.025,374.3319202,361.8711096,343.7126018,333.6705264,303.8115975,319.0629215,328.0982063,396.7503506,433.5169248,291.1023544,312.781872,337.2701871,344.6650477,863500,0.719758065,MID
470,127.0150883,37.51855192,계단식,개별난방,위탁관리,분양,791,80608.02,96594.37,17,791,64779.6279,516.0954313,510.372027,482.8142892,493.4305898,461.4208351,499.8069771,450.6373523,518.2038102,700.073024,443.1646326,484.3856165,507.6904741,505.6745883,1575000,0.465725806,MID
471,127.1959579,37.73061434,계단식,개별난방,자치관리,분양,210,25679.1,28910,16,210,19030.017,552.8402839,509.6952882,547.0052917,500.0789017,500.6075402,488.3342984,433.4778051,693.8585499,485.9097078,494.5019229,501.746793,587.1014198,524.5964835,263600,0.961693548,HG
472,127.1159475,35.86218044,복도식,개별난방,자치관리,분양,712,43243.192,45095,27,712,31698,72.08940627,72.40930027,58.80402549,54.33560477,51.49031485,59.01571077,57.87526027,58.89330557,54.66180832,43.20966622,58.47687551,69.52362925,59.23207563,893700,0.705645161,MID
473,129.0143162,35.109683,계단식,지역난방,위탁관리,임대,1251,101279.432,134630.827,18,1251,75039.984,449.0062258,423.0757832,444.1268271,396.509946,391.5000835,407.9876936,378.2804645,610.3494105,392.3717521,401.1394779,424.5713858,501.951333,435.0725319,3115000,0.213709677,MID
474,128.9366991,35.9651649,혼합식,개별난방,위탁관리,분양,656,50321,55392.62,25,656,39198.18,519.1667062,470.4315353,509.1085862,456.2512851,437.7698148,443.7070803,389.6094155,596.6726006,418.1791093,437.6098584,463.4284041,549.7285843,474.3052484,362500,0.933467742,HG
475,128.6008065,35.84845995,계단식,개별난방,위탁관리,분양,447,46413.777,59978.524,15,447,36387.2088,513.5145183,611.2200065,514.1405625,526.5732281,571.656928,552.8909928,766.2247509,530.4614076,526.8365074,607.2502049,606.0734178,588.051975,576.2412083,1033000,0.655241935,MID
476,127.0461646,37.65435887,계단식,중앙난방,자치관리,분양,576,123530.5692,128991.828,43,576,109302.29,709.8532245,688.2237234,566.3342278,554.780984,478.6838501,614.8283901,574.5396734,802.1018773,649.1244419,475.2881207,591.7402645,737.6324686,620.2609372,6690000,0.046370968,LG
477,126.8363125,35.22047993,계단식,지역난방,위탁관리,분양,376,42223.28,66038.248,12,376,31912.124,910.3721833,824.4841365,798.0249137,750.9321536,689.4461177,795.016966,765.6845405,1107.263183,738.4055665,604.9622394,732.9299673,921.9496013,803.2892974,1082000,0.631048387,MID
478,129.3645653,36.06550448,계단식,개별난방,위탁관리,분양,540,71087.602,106732.58,14,540,56481.08,589.0550606,606.3125386,506.1558667,611.9979115,500.5179256,504.1735746,595.1489773,1558.16847,1036.84563,614.6308463,512.8456998,512.2851581,679.0114716,3130000,0.209677419,MID
479,129.0885316,35.25723982,계단식,지역난방,위탁관리,분양,450,47715.6974,69877.5,12,450,36937.54,737.2819089,736.4648539,619.5220364,630.9459157,577.6329447,612.6285075,525.6183817,806.5631875,832.7576769,558.8425759,627.1267659,745.206638,667.5492827,4107000,0.120967742,LG
480,127.089923,36.79348339,계단식,개별난방,위탁관리,분양,280,28694.4,29477.1,31,280,23769.2,543.0212628,543.0890817,482.8714892,490.7629622,426.832203,461.2376521,376.8566043,549.8484173,505.6842889,423.3227033,491.3670633,550.2654275,487.0965963,926800,0.693548387,MID
481,129.3277753,35.53600876,계단식,개별난방,위탁관리,분양,484,28943.7956,41051.686,20,484,28943.7956,600.8386129,606.2487534,554.3868614,582.3752431,528.5536911,535.9024163,472.1409102,573.0361086,713.5404867,482.7276351,533.6957258,574.8693167,563.1929801,147900,0.987903226,HG
482,127.051971,37.17777033,복도식,개별난방,위탁관리,분양,192,13494,15848.795,27,192,9596.16,149.2930506,146.8087235,131.0055272,123.9078965,117.4376,127.0268524,136.4670868,138.5971055,129.9134237,116.8029712,126.7111011,137.5487695,131.7933423,1297000,0.536290323,MID
483,129.3174906,35.51520528,혼합식,개별난방,위탁관리,분양,532,51507,52505.9,27,532,40625.76,465.1585595,461.9433581,412.5210211,399.9999754,356.0839231,368.8797453,326.6781963,401.5590108,470.5844272,316.0044267,368.0132999,423.0786083,397.542046,671400,0.804435484,HG
484,128.7034654,35.21475327,복도식,지역난방,위탁관리,분양,1350,107586.9,116751,28,1350,79104.6,491.2990521,425.5581091,453.2301535,406.5313901,392.4444723,410.251237,380.4064492,565.2937377,382.1871042,387.6911456,410.5805478,476.8697522,431.8619292,1182000,0.588709677,MID
485,128.7161934,35.83532008,복도식,개별난방,자치관리,분양,296,20751.09,22122,23,296,14717.23,500.1341964,518.4358741,449.6593449,438.8060797,390.5415625,378.5569703,366.3264079,433.7066146,495.9445493,352.3407598,387.6877646,459.0782369,430.9348634,100000,0.995967742,HG
486,129.0481804,35.18781354,계단식,지역난방,위탁관리,분양,474,67307.24,67375.24,11,474,53730.9472,637.1890649,612.3087292,661.1216785,596.2790844,592.2072038,567.2018006,556.6667918,890.0961269,559.8195559,596.0542419,609.8361691,708.5094156,632.2741552,1456000,0.491935484,MID
1,126.8504773,37.51163271,계단식,지역난방,위탁관리,분양,428,55057.66,92723.72,17,428,55106.96,691.0054556,684.0074285,647.8337764,669.696532,616.9373161,743.2658234,762.314234,904.0143024,1107.804168,611.8582117,659.6319594,726.8113139,735.4317101,20500000,0.002016129,LG
488,129.0354451,35.12577061,계단식,개별난방,위탁관리,분양,281,25468.24,31369,21,281,19993.755,539.2788898,550.2638199,496.124915,514.0024973,462.5209222,465.2382707,451.6555294,457.5328646,602.9612747,438.4874177,485.107975,508.4092508,497.6319689,1169000,0.598790323,MID
489,128.8692221,35.93230793,복도식,개별난방,자치관리,분양,261,21370.74,23190.76,30,261,15437.7,76.07804271,75.07076831,71.28587808,61.18528019,60.84973798,59.01980217,67.45499653,67.70827261,70.162006,56.15085149,57.16589907,68.97530072,65.92556966,780100,0.752016129,MID
490,127.0878121,37.30957171,계단식,개별난방,위탁관리,분양,200,18381.25,35371.969,16,200,18381.25,709.0399184,830.6524311,686.9015981,751.3798028,589.749337,704.2589595,639.6632438,997.8222373,816.2371982,572.6928256,621.0246855,658.8518191,714.8561714,2670000,0.252016129,MID
491,126.3975442,34.81808879,계단식,개별난방,자치관리,분양,260,24768,30674.045,20,260,19538.9,515.6349641,536.0483958,488.3659776,490.3861528,441.7788105,438.3729381,365.7840001,430.9059364,509.3564633,413.4898587,451.3218758,477.6258643,463.2559364,464200,0.903225806,HG
492,127.0477182,37.58681757,계단식,개별난방,위탁관리,분양,635,72033.66,92877.49,15,635,56424.7196,568.6672478,531.77278,562.5093084,529.2359486,539.8889036,555.3854804,517.4076222,934.9878985,509.5091337,511.0120211,522.9190364,583.7526572,572.2540031,2625000,0.262096774,MID
493,128.6662236,35.25185587,계단식,개별난방,위탁관리,분양,449,46652.49,47340,25,449,32442.62,578.8666267,559.7331535,527.4127059,524.6197749,484.8168859,559.4871808,437.4024046,684.1895013,554.192294,480.8569715,540.2066787,563.6844373,541.2890513,3727000,0.147177419,LG
494,127.1620629,35.83489769,계단식,개별난방,위탁관리,분양,569,65354.202,70763.59,25,569,52569.91,498.2363485,505.5968329,456.1550514,464.5221953,433.6357053,427.6550978,404.7853611,458.1289943,690.8197104,404.4566559,426.1989416,420.4950322,465.8904939,979000,0.673387097,MID
495,126.8460253,35.21025795,계단식,개별난방,자치관리,분양,470,25609.96,26118,32,470,20621.1,28.89467584,31.34701835,30.56141525,27.45634326,24.23246093,22.00028127,20.89025319,24.41770808,26.23865846,24.21209344,19.1779294,25.43268788,25.40512711,749000,0.764112903,MID
496,127.1183613,35.8567281,계단식,개별난방,위탁관리,분양,478,40533.08,58854.141,24,478,40533.08,461.1460565,474.2067467,435.9555208,448.0503332,404.7281874,416.4509581,356.676818,451.2800409,524.5397093,388.2493016,417.4111615,445.7295128,435.3686956,2742000,0.243951613,MID
497,126.9458944,37.40240336,복도식,지역난방,위탁관리,임대,915,59252,80775.418,13,915,40594.76,683.3886935,654.6433579,598.9708031,540.2276057,542.4616379,546.5200435,535.8270378,747.2777275,493.8893591,509.5162528,463.4066072,689.7414839,583.8225508,1608000,0.459677419,MID
498,129.341346,36.0338423,계단식,개별난방,위탁관리,분양,499,64476.006,72344.31,27,499,53989.025,785.7224686,455.4881293,420.6214133,454.9902503,412.4297485,397.3863206,404.2530866,660.5761078,747.2824338,406.3309163,394.3436652,406.4400126,495.4887128,2488000,0.282258065,MID
499,128.5110645,35.80461579,계단식,지역난방,위탁관리,분양,297,41949.3229,57776.18,10,297,33514.79,694.8097243,643.5300057,645.5687176,579.7207143,593.3952145,632.7407094,592.0009644,1010.641958,611.6682515,625.5907317,678.6400571,784.237556,674.3787171,1218000,0.568548387,MID
500,128.1386855,36.11970749,계단식,개별난방,위탁관리,분양,205,17591.7374,21181.857,27,205,13978.56,138.5321521,137.5542259,127.7327564,119.0837969,115.1241616,122.1957054,133.7018978,135.6792116,130.0327072,114.6777637,120.7663736,133.1625003,127.3536044,986300,0.669354839,MID
501,126.8993249,35.80436962,계단식,개별난방,위탁관리,분양,540,63583.92,63766.49,31,540,53583.3,457.429143,458.6645839,425.4818572,426.7757492,381.3309744,398.6044346,346.7497896,514.7655706,464.6459811,360.7313846,397.5933733,431.9618426,422.0612237,1175000,0.594758065,MID
502,127.5314452,34.95681394,계단식,개별난방,위탁관리,분양,297,36530.05,48873,15,297,28741.9095,542.6166971,535.99292,509.9977787,524.2668376,488.5729669,526.6925637,473.2037724,555.1228251,750.4581072,432.335576,453.8779861,471.1297974,522.022319,3222000,0.195564516,LG
503,128.7087574,35.83780173,계단식,개별난방,자치관리,분양,230,25851.241,29807.59,19,230,19529.3,665.104228,605.168644,627.2764513,548.7339536,517.9525124,488.0072506,462.730359,71.0747441,83.40800746,507.8466714,133.2904917,82.88981172,399.4569271,1056000,0.641129032,MID
504,126.8241476,35.19665202,혼합식,지역난방,위탁관리,분양,845,76514,76514,21,845,45838.57,144.4103514,133.0652767,128.3358316,119.9066419,116.4786336,112.2920938,48.76059615,67.82611238,78.65679492,92.82835394,128.766277,135.4262578,108.8961018,5371000,0.078629032,LG
505,128.8841279,37.75382613,계단식,개별난방,위탁관리,분양,292,25163.16,30531.17,20,292,20067.6,1153.120453,1156.322131,1110.994837,1149.188742,1024.6746,1009.443581,896.7464968,1023.123841,1369.969503,951.9489127,991.3387749,1078.022285,1076.24118,1044000,0.647177419,MID
506,127.2556148,37.3810809,혼합식,개별난방,자치관리,분양,494,36178.126,42872.199,24,494,28877.72,545.0159846,563.9077808,511.5476568,525.5548568,473.6625329,467.2596729,393.4090711,491.068547,520.4607566,442.2002845,489.5413835,525.6909133,495.7766201,323600,0.943548387,HG
507,126.8683603,37.49314865,계단식,지역난방,위탁관리,분양,404,66314.061,79165.8822,19,404,51103.2658,498.7197902,501.6192135,410.9694297,463.8018653,391.9968653,397.4632478,378.5517755,406.2392036,628.7060034,379.0500215,408.2406804,486.6606588,446.0015629,2885000,0.22983871,MID
508,127.0385317,37.62785729,계단식,개별난방,위탁관리,분양,734,60283.89,60569.954,17,734,40204.66,547.8044087,559.2690002,486.3655109,512.9609354,476.6497217,489.8218266,447.0770304,591.0538729,686.2992996,420.3485367,484.7537574,507.7329344,517.5114029,493800,0.889112903,HG
509,127.1303958,36.79369573,복도식,개별난방,위탁관리,임대,610,20093.4,34828.44,24,610,20093.4,668.1039545,663.7711885,529.9625748,552.0812804,499.4734589,561.106632,529.3155962,569.8592573,713.0047677,503.4344611,497.6464909,557.6024963,570.4468466,4640000,0.098790323,LG
510,126.9740681,35.95158214,계단식,개별난방,위탁관리,분양,507,50515.96,87186.2,10,507,50515.96,653.0534904,654.525837,542.1279334,621.1929062,512.0176673,532.0988258,479.9123683,838.148399,676.6105999,505.4836333,550.2005109,648.6708359,601.1702506,1203000,0.574596774,MID
511,127.300309,36.59397108,복도식,개별난방,위탁관리,분양,934,64997.06,73515.89,22,934,46541.22,490.9785347,439.4287472,471.2916851,447.1797258,435.5607782,454.0547068,453.1516363,644.9972734,420.942124,409.2185379,439.6764846,522.6109243,469.0909299,607800,0.846774194,HG
512,128.6410396,35.81898041,계단식,개별난방,위탁관리,분양,384,44956.8,55646.04,16,384,32582.8608,543.4387763,551.6888192,510.6156915,523.0983278,502.7805907,509.9994166,484.4930621,536.5980632,819.9651395,477.101139,502.1523463,515.6827727,539.8011787,979000,0.673387097,MID
513,129.1147899,35.163371,혼합식,개별난방,위탁관리,분양,394,38343.52,39374.99,26,394,29104.12,464.7123156,483.1860919,440.8146682,470.7814907,426.6453341,412.2803232,402.3950217,350.9764253,588.1811235,393.6484938,411.7756867,419.3991778,438.7330127,771900,0.758064516,MID
514,127.0059792,37.50715203,혼합식,지역난방,자치관리,분양,912,76524.76,76524.76,40,912,65760.206,469.8978741,470.1199993,425.2367306,437.5229907,379.1290739,432.959623,366.5680123,513.5437076,489.7065256,383.4716394,434.5504635,464.5618507,438.9390409,3825000,0.141129032,LG
515,128.7219481,35.87295472,혼합식,개별난방,위탁관리,분양,208,16452.893,16885.317,20,208,9418.164,624.1057174,654.3600218,578.082947,590.1596107,527.2949165,505.1568437,499.4996902,538.2503426,757.4384986,487.5366367,533.5944458,547.9624266,570.2868415,631700,0.836693548,HG
516,126.7381573,37.52318279,계단식,지역난방,자치관리,분양,1170,134003.687,134629.262,18,1170,86262.49,536.0333327,544.3046219,512.2595116,534.705838,493.3304151,528.383681,441.7980051,582.9880056,632.8964072,477.8459908,512.9078351,520.5638975,526.5014618,1539000,0.473790323,MID
517,126.7529508,37.67166936,계단식,개별난방,위탁관리,분양,259,25326.77,28788.325,17,259,20104.9564,533.8559202,537.8454837,505.5633943,513.2908421,477.8184945,495.4857798,408.3256803,564.170833,578.8363709,431.7149377,500.8476417,529.6723747,506.4523128,212900,0.977822581,HG
