local_num,X_Coord,Y_Coord,codeHallNm,codeHeatNm,codeMgrNm,codeSaleNm,hoCnt,kaptMarea,kaptTarea,age,kaptdaCnt,privArea,apt_elect_202001,apt_elect_202002,apt_elect_202003,apt_elect_202004,apt_elect_202005,apt_elect_202006,apt_elect_202007,apt_elect_202008,apt_elect_202009,apt_elect_202010,apt_elect_202011,apt_elect_202012,data_div_parea_elect_2020_average,pblntfPclnd,Grade,HGLG
362,127.0665984,37.24903782,계단식,개별난방,위탁관리,분양,642,66803.223,74487.405,20,642,53549.7,551.6219512,553.6903101,490.0257144,499.5144697,438.8314034,478.9442331,392.0279665,601.7632218,544.3337684,439.8295415,502.9045914,543.5146415,503.0834844,1683000,0.453629032,MID
363,126.71658,35.97050836,복도식,중앙난방,위탁관리,임대,1937,79687.32,84192,27,1937,53291.34,163.9013018,161.1931695,115.612593,109.2359472,96.70295399,118.2147043,120.4632873,123.4588959,106.503233,97.58339723,139.391691,162.804876,126.2555042,1038000,0.651209677,MID
364,126.6405016,36.90181039,복도식,개별난방,자치관리,분양,416,32049.82,32049.82,30,416,23869.53,518.1593437,519.1451193,448.8110993,462.1984597,411.7089863,461.3216096,402.7703939,523.5595338,519.6005116,410.8002964,469.0142621,515.4818717,471.8809573,1362000,0.516129032,MID
365,126.7776503,37.77199974,계단식,개별난방,자치관리,분양,171,18943,24553.714,21,171,14132.162,578.9863575,518.9804646,565.2980768,532.439481,492.5142381,555.002766,510.1603704,792.154095,529.0612293,505.9128249,519.8524472,623.7082479,560.3392166,2916000,0.227822581,MID
366,127.1464742,37.53295666,복도식,개별난방,자치관리,분양,181,14010.614,14011.3636,36,181,10021.83,515.1125094,457.2268737,493.9477121,438.0996285,405.0457851,446.9453184,371.4002333,681.3346465,414.383401,411.4518007,407.3986487,513.8402867,463.0155703,1909000,0.403225806,MID
367,127.9525958,37.37394996,복도식,개별난방,위탁관리,분양,504,37165.44,38182,26,504,24761.82,111.8213443,111.7070555,87.93335869,82.51534015,77.59526561,93.60014732,93.59691654,97.77068083,82.33764723,76.23228018,93.78753258,102.1047726,92.58352846,1038000,0.651209677,MID
368,127.0753678,37.39304311,혼합식,중앙난방,위탁관리,분양,2400,221766.27,221766.27,38,2400,176252.97,522.328645,480.6316228,498.2236725,448.6671742,456.2949776,492.5246309,436.3378387,679.2125659,430.6200344,433.5660557,441.7024802,556.0316516,489.6784458,9550000,0.032258065,LG
369,126.9014947,35.1790249,계단식,개별난방,위탁관리,분양,1220,119047.26,148817.29,22,1220,91660.13,529.2663233,533.3246854,496.2059294,508.8911613,462.3140945,449.880226,418.3354311,436.9387213,621.309505,433.5429156,465.7332474,485.5538608,486.7746751,626400,0.840725806,HG
370,127.0561939,37.44825206,계단식,개별난방,위탁관리,분양,174,14225.7194,23179.01,21,174,14227.92,633.7347272,654.3520768,585.0345658,589.0680437,545.7945364,635.3319389,538.256119,694.1264078,721.9447396,538.84468,601.5181418,640.4293811,614.8696132,3708000,0.151209677,LG
371,127.0465554,37.49902375,복도식,중앙난방,자치관리(직영),분양,654,49369.73,50841,26,654,36201.73,115.2182506,119.9423342,98.19116379,84.55535136,77.6446319,74.24534684,79.31803259,76.72589128,73.14926662,60.71754029,77.80512147,105.0723267,86.88210481,407000,0.925403226,HG
372,126.9367731,37.37001294,계단식,개별난방,위탁관리,국민임대,646,45668.128,46074.83,11,646,25485.59,673.9259323,689.9502817,591.1732866,638.0754772,563.6031969,583.2904006,496.1627335,675.5543034,647.5671154,496.2027561,572.1900101,674.0711123,608.4805505,1014000,0.663306452,MID
374,127.2969784,36.59524341,계단식,개별난방,자치관리,분양,180,14132.238,15279.84,26,180,11117.85,92.40275773,86.79825686,76.8502903,71.34293051,70.49294603,82.69674442,84.08999942,84.88601663,66.44899868,70.04861551,81.31068507,85.44637677,79.40121816,691000,0.798387097,MID
375,127.1129125,37.70831298,계단식,개별난방,위탁관리,분양,336,28357.2912,44682.282,18,336,28357.6944,531.857061,539.4352511,499.1244986,513.3756572,474.8309157,479.5742492,461.3633187,521.5127786,757.1303117,445.4473563,471.402922,499.5145162,516.2140697,979000,0.673387097,MID
376,126.6338302,37.46560256,계단식,개별난방,위탁관리,분양,304,33851.4,45237.73,18,304,27404.79,549.5757129,858.1160447,996.2105165,810.3360763,837.2240765,975.7921517,877.6987527,1323.27958,502.1620308,955.475156,962.1152725,1122.719167,897.5587115,5061000,0.086693548,LG
377,127.115551,35.85983541,계단식,지역난방,위탁관리,분양,776,81505.736,90987.52,22,776,63156.24,505.1934694,506.1773785,492.8646797,503.6686795,466.297867,495.8026317,444.6068987,537.3222028,687.747244,449.9927481,496.2070256,523.4320473,509.109406,3307000,0.181451613,LG
378,127.0557287,37.05335223,계단식,개별난방,자치관리,분양,657,60851.7998,67115,24,657,47687.28,519.0507825,479.0881342,509.9816974,458.3129925,456.8765507,419.3174784,406.9372378,619.0107718,437.9931084,451.2962366,478.8423664,541.3657478,481.5060921,655500,0.820564516,HG
379,127.2127164,37.67902375,계단식,개별난방,위탁관리,분양,397,50561.491,56642.395,16,397,37469.495,534.4067221,525.7164528,486.8157417,496.3824572,474.6431731,495.5916806,453.493702,697.9402845,742.5851349,451.1568677,483.8023571,531.3178093,531.1543653,1365000,0.514112903,MID
380,129.056948,35.13899697,계단식,개별난방,위탁관리,분양,2944,343936.731,426799.488,20,2944,273351.858,504.4291815,503.4905561,447.4546758,447.6185342,406.9958068,429.3417131,392.430444,454.1317111,570.9948385,405.9685082,444.1009287,481.0893072,457.3371838,1295000,0.540322581,MID
381,127.0678761,37.06334023,혼합식,개별난방,위탁관리,분양,170,17224.58,20338.85,24,170,12632.4,648.1647193,654.2131345,599.4484817,606.2271619,565.866027,589.1920775,521.8017954,572.492163,672.6399576,522.5149615,566.2334157,602.1227162,593.4097176,7320000,0.040322581,LG
382,126.723728,37.46319337,계단식,개별난방,자치관리,분양,390,30327,30327,29,390,21708.02,29.51628016,34.67336035,27.334598,20.38048611,16.44369224,19.04964156,21.44506961,23.79719569,20.82456161,16.19125098,20.7140034,31.38839931,23.47987825,608200,0.844758065,HG
383,126.9719052,37.49027015,계단식,지역난방,위탁관리,임대+분양,266,25501.05,40671.2,13,266,19499.9,699.4774332,662.6100647,697.7917835,634.2955605,615.7129011,650.4941051,627.1344981,1086.155826,605.0497695,618.0303489,641.1791855,814.5698183,696.0417746,5814000,0.068548387,LG
384,127.4768736,36.61767799,혼합식,개별난방,위탁관리,분양,333,32519.241,37198.98,28,333,25314.66,117.7140045,118.2662536,120.048225,106.8981373,105.3733291,98.09059257,107.1987536,116.1607543,116.1117708,107.8659559,96.8462543,107.1509552,109.8104155,863900,0.715725806,MID
386,126.7415435,37.53605636,계단식,지역난방,위탁관리,분양,438,57361.67,93113.21,15,438,44847.47,669.8964735,675.9630811,636.5460527,689.7781748,625.9029328,655.7365889,713.7263707,646.4703137,1003.849916,671.3351054,644.4262519,669.1691192,691.9000317,20300000,0.004032258,LG
387,126.8327549,35.21150331,계단식,지역난방,위탁관리,임대+분양,2644,342262.627,512089.41,11,2644,263523.84,785.1559312,800.7502964,745.6092967,755.9179541,690.4600927,710.3082173,814.8248485,793.5708549,798.8147448,748.0907154,722.0712896,783.2811407,762.4046152,3300000,0.183467742,LG
388,126.7696735,37.69724979,혼합식,중앙난방,위탁관리,분양,900,111509.01,118102,35,900,90610.2,585.2064006,510.6933656,444.3896383,419.5547521,364.618597,427.5017161,355.3193349,490.6286047,465.9600906,359.1579977,438.6489711,629.7377999,457.6181057,6572000,0.050403226,LG
389,127.0539436,37.62847711,계단식,개별난방,자치관리,분양,177,14659.492,16381.66,27,160,10368,117.6051312,118.6294367,102.6842207,94.98842593,91.99556327,105.9529321,119.8225309,134.9112654,130.3192515,92.47781636,103.9052855,109.4945988,110.2322049,648200,0.830645161,HG
390,129.0098012,35.22823112,혼합식,개별난방,위탁관리,분양,456,43715.694,48834,25,456,33039.48,539.5097925,531.9558601,479.959158,512.4215635,468.6275934,455.1938771,434.438496,432.5696107,579.9786195,421.5214949,485.8355216,510.0463748,487.6714968,1285000,0.546370968,MID
391,127.0679893,37.2098161,계단식,개별난방,위탁관리,분양,408,43833.16,55473.355,16,408,32284.8,606.3623749,621.2066979,567.0797403,567.280361,525.0282176,552.4477773,504.2393324,569.4144923,755.2406396,507.2386696,544.7620552,592.6841424,576.0820417,1352000,0.518145161,MID
392,127.4405107,36.62443307,혼합식,개별난방,위탁관리,분양,464,50618.224,66969,8,464,39415.722,693.3271957,699.4871234,563.0621202,583.295417,533.1562872,597.6422302,532.2147848,995.1445263,810.7825603,526.5495073,572.0757062,619.4717681,643.8507689,703100,0.788306452,MID
393,126.7689925,37.75067842,계단식,개별난방,위탁관리,분양,1266,110123.646,153200.76,29,1266,110123.646,484.7321346,444.102895,464.8962494,427.919813,413.5435182,419.0328933,405.9829258,608.028906,414.3754013,420.3901858,440.6284369,942.2475896,490.4900791,1251000,0.558467742,MID
394,127.0169866,37.3043424,계단식,개별난방,위탁관리,분양,974,96484.72,126631.589,17,974,77151.414,576.845552,587.3799021,537.2360382,553.094594,505.2927481,508.3568527,481.294873,478.1010235,644.2734802,478.4323201,524.2151492,544.6741391,534.933056,1055000,0.643145161,MID
395,126.788353,37.33433795,복도식,개별난방,위탁관리,분양,547,59622.05,85572.56,24,547,42299.58,619.5784923,642.8151769,572.5060391,578.1663317,525.4866597,529.0704305,474.283078,554.6105186,800.906983,504.1028303,535.8279444,581.1354392,576.540827,2871000,0.235887097,MID
396,127.1270224,37.39084178,계단식,개별난방,위탁관리,분양,560,67465.84,82209.77,24,560,56131.56,483.0658546,498.6916451,459.9806241,470.3090383,440.6756199,445.011327,399.4971813,510.0973499,612.3229071,425.4237723,469.771551,488.9801744,475.3189204,1288000,0.544354839,MID
397,127.9372387,36.98430838,계단식,개별난방,위탁관리,분양,364,38560.8,51537.199,15,364,28551.3112,605.959561,608.7198545,559.7115974,586.1016288,541.0000224,570.5678414,513.4503245,596.4374063,777.6322371,526.0486951,563.761499,602.3222499,587.6427431,1320000,0.530241935,MID
398,126.8099726,37.30675841,계단식,개별난방,위탁관리,분양,223,23927,31057.145,17,223,19534.249,604.1025688,564.2494882,579.2795003,547.8398478,569.4362757,585.2044786,581.5754678,847.6957573,546.3240486,566.3616758,591.6756769,726.3135634,609.1715291,6691000,0.044354839,LG
399,129.057798,35.41444847,복도식,개별난방+기타,위탁관리,영구임대,1339,36018.5,61037.58,30,1210,33095.7,241.1101744,230.1096517,245.1454419,267.0978405,220.5062893,240.1302888,252.5729929,196.289246,211.7265989,403.361766,206.6392311,203.8047239,243.2078538,935500,0.689516129,MID
400,126.9642532,37.55753684,계단식,지역난방,자치관리,분양,192,30207.24,35955,44,192,30197.16,592.6931539,585.6292446,497.9597419,508.9541533,445.3024722,554.9061567,516.5323494,787.3227151,667.9982488,442.2521853,519.7574871,621.1663613,561.7061891,11300000,0.02016129,LG
401,127.9592106,37.32403044,계단식,지역난방,위탁관리,분양,612,56318.34,65336.42,24,612,42697.56,633.3767082,583.6853441,631.7651407,576.0961516,575.464968,545.2243641,474.5118925,783.2562329,507.29222,557.3386395,607.67805,679.1420868,596.2359832,1870000,0.413306452,MID
402,126.9281661,37.12628035,계단식,개별난방,위탁관리,분양,590,43615.24,45922.91,24,590,35293.8,28.34010506,28.86597646,26.34088707,22.47533561,20.87505454,19.86524545,23.57297882,22.71192107,26.95119256,19.7819447,21.01785583,25.39539523,23.84949103,910400,0.697580645,MID
403,126.9981621,36.79157494,복도식,지역난방,위탁관리,분양,726,52516.788,52516.788,26,726,37997.76,162.1442948,161.2350307,133.0049456,120.2981439,105.8420286,110.659681,114.6691279,121.5411119,103.4589934,97.37547687,134.8429486,156.5363327,126.8006763,1872000,0.411290323,MID
404,128.507573,35.85981463,혼합식,개별난방,위탁관리,분양,2002,100656.2604,135018.434,29,2002,100306.5,148.7409091,145.8475772,79.21660112,65.02091091,59.70061761,61.95969354,73.91704426,76.11381117,71.40314935,57.66216546,64.99279708,78.36351582,81.91156605,3748000,0.14516129,LG
405,127.2104388,37.63731999,계단식,개별난방,위탁관리,분양,743,87319.445,96500.129,20,743,64883.5931,512.1596449,510.3622567,472.5615296,494.3456807,450.2847577,479.3907291,412.4329391,717.8919319,564.0189184,439.9225079,474.2970839,519.6899461,503.9464938,1475000,0.485887097,MID
406,127.0422407,37.25404091,계단식,지역난방,위탁관리,분양,484,52065.7,72532.84,14,484,41002.422,714.3621906,724.0294244,585.7146683,601.2515553,560.1010594,592.3540322,503.7163414,838.2102404,744.9662364,532.670192,596.58188,723.6652996,643.13526,2525000,0.274193548,MID
408,129.1754742,35.18002065,계단식,중앙난방,위탁관리,분양,520,38916.8,48404.52,24,520,31158,594.4556775,599.1315232,537.5717312,560.7587137,496.2850632,513.5172347,493.9119969,453.7592272,673.364465,457.0476282,543.6648694,574.6222479,541.5075315,831000,0.735887097,MID
409,127.0172908,37.30421775,혼합식,개별난방,위탁관리,분양,688,58126.473,58245.033,17,688,40409.2,570.254546,567.0132049,504.024826,517.3453075,470.2812726,512.4558269,472.9061699,531.5569227,646.1578056,443.4638647,491.2557041,536.9477743,521.9719354,1335000,0.526209677,MID
410,126.9198883,35.16382901,계단식,지역난방,위탁관리,분양,768,64779.12,94217,20,768,64779.12,575.8882029,591.3440936,529.5051399,564.4391279,525.3649633,530.4859807,472.915779,498.6553075,685.2167797,502.3844566,540.9262583,570.1294491,548.9379615,1935000,0.389112903,MID
411,126.691521,35.96609814,혼합식,지역난방,위탁관리,국민임대,470,21186.74,38411.906,12,470,21186.74,749.0065956,763.2467289,687.9312249,706.6316007,639.8237766,645.1818449,598.2199243,625.0574652,858.4978151,619.1169571,663.7783821,684.2298532,686.7268474,1520000,0.477822581,MID
412,126.6416694,36.89821914,혼합식,지역난방,위탁관리,분양,710,93910.02,93910.02,29,710,75830.62,454.1565795,457.447928,430.3574071,439.5331727,395.2682966,435.0799848,379.7828766,569.2547153,562.6795746,402.1088842,453.7226387,472.8548705,454.3539107,4810000,0.092741935,LG
413,127.7344125,37.86139199,복도식,개별난방,위탁관리,분양,336,21947.52,22944.84,28,336,14827.68,75.80686931,86.58805693,80.5662113,63.49813322,56.24143494,52.52136545,64.6399167,71.50815232,74.76287592,64.04238559,51.7997421,64.56573112,67.21173958,516000,0.881048387,HG
414,127.06218,37.65025202,혼합식,지역난방,위탁관리,임대,796,53829.01,53993.688,20,796,32217.99,771.7613669,683.3418224,691.2572758,593.0093715,583.2244656,542.0477814,535.9595679,767.5680575,550.3242133,609.0494783,656.6424535,761.7698062,645.496305,1719000,0.439516129,MID
415,129.2622834,35.54452068,계단식,개별난방,자치관리,분양,330,29653,30542,29,330,24101.7,81.42786608,94.7281727,86.78557944,77.05182622,73.61306464,69.25860002,78.86912541,87.97968608,86.30760486,77.26011028,65.06346025,79.09525054,79.78669554,467400,0.899193548,HG
416,126.7511742,37.67980976,복도식,개별난방,위탁관리,임대,355,11214.379,23896.09,20,355,11214.45,654.6553777,713.3894217,610.2198503,628.8547365,534.7841401,574.9644432,565.6719679,683.0731779,677.0122476,508.8051576,612.5579052,705.3604947,622.4457434,6028000,0.060483871,LG
417,129.2632314,35.55328526,계단식,개별난방,위탁관리,분양,315,34222.648,45439.934,15,315,26815.653,580.821955,578.1500081,520.3061809,542.8206429,492.0972836,480.8710047,482.6762936,454.1239402,661.4435233,478.0558579,516.999903,549.7669589,528.177796,649100,0.828629032,HG
418,129.3423111,35.99922094,계단식,지역난방,위탁관리,분양,622,73447.8722,74534.505,13,622,52846.4198,769.0492592,721.551245,759.2720595,683.6622071,697.7280607,582.8095851,610.7034331,1054.732756,591.3902989,715.8575764,744.6163836,830.1682529,730.1284265,1254000,0.556451613,MID
419,127.0612527,37.66747451,계단식,개별난방,위탁관리,분양,370,33838.0296,41169.91,25,370,28792.14,519.9214438,537.4158711,933.3437876,479.7885465,433.5263721,466.6634366,452.316014,427.7540329,632.6550579,443.4872156,459.9625801,476.6001416,521.952875,616900,0.842741935,HG
420,127.1323167,35.79084747,계단식,지역난방,자치관리,분양,672,91491,106986.86,24,672,75449.04,455.957425,429.3833295,451.1940775,426.0934268,435.7150204,419.429061,411.9076929,680.2297286,409.1283335,427.8673393,430.289504,469.0723699,453.855609,1800000,0.429435484,MID
421,128.2160753,37.15378033,계단식,개별난방,위탁관리,임대+분양,182,18226.81,25978,13,182,13967.0592,753.30532,745.4267825,697.2691861,614.6469258,554.3622239,540.8432721,547.4330631,483.7432063,701.6101142,544.057263,565.0180104,584.3477774,611.0052621,1249000,0.560483871,MID
422,127.4072695,36.33416929,복도식,지역난방,위탁관리,임대,710,55635.895,55946.889,20,710,30383.24,718.4845987,717.3751055,629.8877276,662.6429571,591.3760349,651.3851057,524.8864176,707.5966882,724.3503326,586.5200683,648.0233839,692.7756882,654.6086757,3150000,0.205645161,MID
423,128.1530865,36.42319627,계단식,개별난방,자치관리,분양,375,35115.301,43470.465,22,375,26418.11,546.3115643,506.4192707,536.0545096,477.1852718,464.3189085,487.7893233,420.0111212,683.0317157,463.013289,478.1633887,497.5146595,586.6859136,512.2082446,1548000,0.471774194,MID
424,129.2258192,35.56066918,혼합식,지역난방,위탁관리,분양,1848,205349.6844,254308.218,25,1848,164076.868,443.1042223,288.1125022,383.7594645,351.6822249,359.2332223,350.1855789,354.2815981,575.5372781,358.0414699,350.7808913,350.439082,397.5052961,380.2219026,1928000,0.397177419,MID
425,128.8856921,37.74921502,계단식,지역난방,위탁관리,분양,1586,150305.28,174943,20,1586,110696.1,584.6082744,596.8392563,562.1144015,589.1706212,534.2433473,533.0946799,514.5841091,452.9198409,701.1786323,502.7440894,501.8915662,513.7303211,548.926595,1935000,0.389112903,MID
426,128.577147,35.83937624,복도식,개별난방,자치관리,분양,229,21688,28696,23,229,16405.38,54.27183034,32.93248922,32.73560259,40.54218799,40.54218799,22.64202353,29.05644368,4.533147053,12.92521112,28.5706884,7.352709904,43.47921231,29.13197784,1207000,0.572580645,MID
427,126.6847722,37.5663241,계단식,개별난방+기타,자치관리,분양,498,51160.2,52108.5,29,498,41171.4,482.6345473,492.2557892,441.3592931,460.6136784,410.2090286,393.6866368,339.4237262,445.4274083,472.0684747,370.2626095,420.6811039,434.9186571,430.2950794,330100,0.939516129,HG
428,127.0598378,37.81825335,계단식,개별난방,위탁관리,분양,440,56170,63721.012,16,440,41905.58,514.9786735,520.5805528,486.3936975,507.8994253,478.7233586,504.065807,451.5274577,671.8689969,722.0923801,465.604342,472.2600188,515.8866671,525.9901148,1296000,0.538306452,MID
429,127.0200489,37.54653224,계단식,개별난방,위탁관리,분양,470,68570.1046,106679.96,10,470,55453.48,653.3112439,593.2991581,633.2287712,587.1674239,569.0636187,618.2094072,555.0633793,892.7658463,609.1534923,591.3687833,612.3597293,703.0504668,634.8367767,857500,0.723790323,MID
430,127.2009246,37.73904171,복도식,지역난방,위탁관리,분양,2136,154389.4,154389.4,33,2136,112119.7,595.2953941,589.0878588,515.0763158,513.3088654,435.7636972,517.3251891,454.9770647,545.1551333,521.5129009,420.840004,515.9338546,601.3348948,518.8009311,10200000,0.026209677,LG
431,126.9748727,35.05568461,계단식,개별난방,위탁관리,분양,834,96680.676,97677.625,21,834,64469.16,514.8450515,480.1042855,536.6202072,506.7661964,438.8896334,527.6249915,495.2792002,405.5322111,813.8078269,486.4372205,475.9308016,519.5151294,516.7793963,2565000,0.272177419,MID
432,127.0519665,37.23945103,계단식,지역난방,위탁관리,분양,640,58809.68,67733.67,26,640,46977.4,618.3234917,577.5749616,618.4627076,532.916892,530.3067007,508.3178294,444.5778183,677.3397421,507.7205209,531.1762677,575.4286104,647.3485123,564.1245045,1973000,0.375,MID
433,127.1456689,37.35750473,계단식,개별난방,위탁관리,분양,480,41744.4,41747.266,25,480,28795.2,520.6440657,523.1059343,486.3626577,500.42646,450.8810496,475.0138912,429.7792688,566.0373951,620.5537729,433.0582875,475.8553509,509.8342779,499.2960343,2481000,0.284274194,MID
434,127.0677775,37.27592145,혼합식,개별난방,위탁관리,분양,732,64621.4856,71762.695,26,732,52121.64,87.32975401,85.68513961,71.38781512,64.93042045,59.63377208,70.71208811,75.92623716,77.3415802,69.86790899,53.96894649,60.63738593,72.01883901,70.78665726,654700,0.822580645,HG
435,128.5632646,35.9336364,복도식,지역난방,위탁관리,분양,939,46750.14,64292.39,32,939,46750.14,621.8727901,623.4021973,554.406682,535.8689835,451.9883791,504.675494,441.7760032,528.5090055,556.3527724,444.8076519,542.4385895,628.1760867,536.1895529,3906000,0.133064516,LG
436,127.412701,36.32509935,복도식,중앙난방,위탁관리,분양,838,63674.451,63674.451,26,838,46899.49,71.79310479,70.55215313,59.80619405,56.13387267,58.75266447,63.79152524,70.63680223,75.48440292,52.41080447,50.31376674,56.5598901,102.3725418,65.71731022,909800,0.699596774,MID
437,127.0260678,37.60294778,계단식,개별난방,자치관리,분양,360,18480.84,18480.84,30,360,14951.52,17.82427472,19.44685223,11.55066508,12.28236326,11.63761276,10.13943733,11.84361189,12.34857727,12.80204287,10.76211649,10.25581346,12.37666806,12.77250295,432000,0.915322581,HG
438,128.5169649,35.85361162,계단식,개별난방,위탁관리,분양,1500,189315,257694.339,18,1500,151553.31,595.9279873,598.6485284,496.625049,518.2140991,480.4039516,585.3955285,451.3168996,726.2520627,646.5984412,472.1289888,509.520993,589.0729671,555.8421247,1263000,0.552419355,MID
439,126.6315596,37.45316525,계단식,개별난방,위탁관리,분양,451,63520.32,63714.19,8,451,36064.64,656.1263332,671.4180427,630.4452228,637.125173,599.3762866,601.4206713,589.0329142,657.3064364,988.1143968,580.4455555,606.6227197,634.718938,654.3460575,517500,0.879032258,HG
440,127.4415231,36.62303422,계단식,개별난방,위탁관리,분양,350,32723.22,35962.68,22,350,25284.93,537.603624,539.3441864,504.7160502,517.2472299,474.4288396,487.7332071,423.1647072,548.825328,583.4103555,465.7604352,502.4427594,531.9765568,509.7211066,892300,0.709677419,MID
441,126.7095598,37.5009951,계단식,개별난방,위탁관리,분양,156,20027.8,20027.8,29,156,16338.01,480.7727502,503.4866547,457.3635345,469.680212,426.9124575,417.8746371,346.7631615,385.251937,517.2019114,408.5650578,430.1919267,443.8998385,440.6636732,395000,0.927419355,HG
442,126.6785805,37.4599399,복도식,개별난방,위탁관리,분양,223,22274.3815,22466.19,42,202,15398.9,657.7715291,638.2591614,540.5580269,539.3803453,451.2134633,540.3555449,508.2021443,687.1367435,662.9513147,443.8715752,524.1880914,595.2527778,565.7617265,1963000,0.381048387,MID
443,127.0842175,37.48269964,계단식,개별난방,위탁관리,분양,341,32618.19,44607.628,17,341,25092.9668,599.100422,602.697406,584.0935875,572.3871997,533.0380463,578.4995499,506.9783538,605.5461326,780.7729614,500.9730854,533.2526085,564.7445403,580.1736578,2018000,0.360887097,MID
444,128.6158679,35.90073708,복도식,개별난방,자치관리,분양,210,11410,11695.05,25,210,8436.4,87.64876013,97.84386705,100.3745674,76.55279503,74.14774074,70.4340714,78.35569674,76.43781708,79.52088569,67.63666967,63.55317434,75.8238111,79.02748803,664200,0.8125,HG
445,127.9836093,37.32211368,혼합식,개별난방,위탁관리,분양,1181,129558.114,129558.114,20,1181,99488.25,573.2175408,583.1741939,548.4614515,566.2579249,509.1724902,515.2264715,580.3222994,514.5292032,824.2179353,534.4164763,505.9686948,541.2992992,566.3553317,6381000,0.054435484,LG
446,127.1417724,37.82504807,계단식,개별난방,위탁관리,분양,239,24809.62,48073.76,12,239,24809.62,767.9604524,781.1562612,652.9210846,599.6224448,599.4374763,644.194107,622.9935001,830.7994238,882.287798,586.2824582,627.5784151,719.7371826,692.914217,1135000,0.608870968,MID
447,126.7600374,37.73547654,복도식,개별난방,자치관리,분양,159,6307.4346,10579.83,22,159,6325.02,321.7855438,379.0201454,340.2329163,355.9925502,335.7617842,335.823444,297.1184281,411.1607552,477.3471072,307.2417162,334.7341194,362.8984572,354.9264139,299500,0.951612903,HG
448,128.987077,37.15745054,계단식,지역난방,위탁관리,분양,489,65950.57,88706.5,19,489,51343.7854,620.9551896,624.870756,582.7065489,604.0306487,497.7056094,511.11658,455.181086,648.1968507,751.1181675,464.6281885,517.6032463,613.880721,574.3327994,3157000,0.203629032,MID
449,127.1256254,35.81801848,계단식,개별난방,위탁관리,분양,248,44296.0744,59995.283,11,248,36147.5189,723.7741565,725.3124363,621.2487795,646.8963213,593.6488493,647.1713609,560.9223985,764.5059147,725.3012599,591.9991925,653.7037871,724.4903329,664.9145658,2176000,0.326612903,MID
450,126.8691167,35.1443379,복도식,지역난방,위탁관리,임대,375,29329.317,29493.73,10,375,15257.28,690.9907926,628.0123325,662.4313115,590.206118,589.0021026,581.2628463,578.3606252,808.2174542,578.506785,615.013292,637.2872491,819.2639841,648.2129078,3172000,0.201612903,MID
451,128.5279612,35.8121508,계단식,개별난방,위탁관리,분양,536,48852.893,62014.428,19,536,39604.7508,547.558552,510.2695912,548.6470578,489.8629485,478.9766282,521.5778305,429.2863774,887.3973271,477.6992562,476.8776376,494.1015814,569.8225477,536.0064446,1706000,0.445564516,MID
452,128.61336,34.89390067,혼합식,개별난방,위탁관리,임대+분양,1135,109548.61,132289.911,16,1135,82406.83,499.0489138,456.6579372,487.7406035,441.1776912,437.3145163,444.2030472,407.0853108,647.6136626,432.2876757,450.5222443,460.3070037,530.5281735,474.540565,1122000,0.616935484,MID
453,127.1128335,36.80534301,계단식,개별난방,위탁관리,분양,540,65117.76,84708.06,18,540,48580.22,590.4648023,660.2300278,548.1658379,556.4676735,522.3218009,555.5622021,530.3133868,574.1105536,822.7081928,497.4830497,530.879749,562.3107923,579.2515057,5314000,0.080645161,LG
454,128.6354389,36.82037896,혼합식,지역난방,위탁관리,분양,794,74564.8,74915.9,24,794,46907.92,508.5179219,516.1400676,473.1676442,511.8114169,470.5481931,476.7923199,470.0223971,435.0284771,664.5803097,430.7291178,470.6277319,474.9753347,491.9117443,2062000,0.344758065,MID
455,126.9373292,35.16642127,혼합식,개별난방,위탁관리,분양,352,36804.84,38279.531,29,352,29282.43,533.5335899,541.2819223,483.7884014,498.0146798,448.9699113,477.8735918,440.0533016,545.0555162,614.1457522,445.622853,475.3891668,518.8070116,501.8779748,2064000,0.340725806,MID
456,126.7476933,37.49642381,계단식,중앙난방,위탁관리,분양,448,35509.54,39712.771,24,448,26870.54,644.9550698,591.6394684,624.3465892,555.6566038,508.8150071,528.2333366,436.8407929,759.1957586,500.127798,522.3298825,570.1949049,654.6085788,574.7453159,831000,0.735887097,MID
457,128.4479356,35.8227217,혼합식,지역난방,위탁관리,분양,776,88308.07,103967.503,27,776,67236.27,568.00697,531.7668574,561.5539054,473.6180338,458.1497457,444.0177898,402.0144187,609.0662079,439.316012,466.297253,497.1786805,564.6845073,501.3058651,1981000,0.368951613,MID
458,127.0702925,37.73777886,복도식,개별난방,자치관리,분양,165,5850,9615.99,22,165,5850,457.7880342,485.2068376,475.4529915,442.6273504,460.9811966,427.4615385,528.2495726,533.7213675,645.3931624,659.7059829,429.5230769,445.225641,499.2780627,2142000,0.330645161,MID
459,127.1075898,37.54991159,계단식,지역난방,위탁관리,분양,496,48751.92,53188.4,28,496,40216.36,484.9526412,491.9062789,467.23423,486.2521123,458.1705057,497.0688546,452.7058143,570.1945676,687.8275408,451.7658983,481.0288649,510.9462915,503.3378,15660000,0.016129032,LG
460,127.0769915,37.80019084,계단식,개별난방,자치관리,분양,426,43240,48574,25,426,32346.2,519.2025648,540.1784445,501.2814488,498.8480873,447.0460209,468.7481064,395.0269274,477.900959,589.4840816,403.3769036,455.7536898,491.8766347,482.3936557,1935000,0.389112903,MID
