,apt_code,apt_name,X_Coord,Y_Coord,Count,bjdCode,도시형 생활주택,아파트,연립주택,주상복합,codeHallNm,분양,사택임대,영구국민임대,hoCnt,Priv/Ho,kaptDongCnt,kaptTarea,age,Temp_avg,Temp_min,Temp_max,kaptdaCnt,privArea,pblntfPclnd,Elec,Result
0,A63085232,마산삼계2,128.5035598,35.22941947,1,4812725028,0,1,0,0,복도식,0,1,0,385,47.33605195,5,27247.4654,23,13.975,9.283333333,19.525,385,18224.38,667900,576.7349881,4
1,A61108001,연산센트럴파크,129.0931654,35.18506721,2,2647010200,0,1,0,0,계단식,1,0,0,293,78.84726962,3,31068.47,29,13.975,9.283333333,19.525,293,23102.25,942200,114.1559805,4
2,A68380902,이화제일그린파크,129.338865,35.66562295,2,3120010600,0,1,0,0,계단식,1,0,0,180,76.595,1,16802.37,29,13.975,9.283333333,19.525,180,13787.1,546100,66.19599722,4
3,A45176505,안중현대3차,126.9205494,36.98784346,2,4122025330,0,1,0,0,계단식,1,0,0,418,84.996,6,52425.71,17,12.71666667,8.758333333,17.19166667,418,35528.328,1175000,550.0004344,4
4,A54032002,금당대림아파트,127.5298145,34.95207468,1,4615013300,0,1,0,0,계단식,1,0,0,280,106.3649,4,38683.815,27,14.16666667,10.1,18.8,280,29782.172,781100,73.13031658,4
5,A70437018,상인제림타운,128.5472128,35.81323456,2,2729011500,0,1,0,0,혼합식,1,0,0,435,66.81224138,3,46312,28,13.375,8.508333333,18.88333333,435,29063.325,2024000,475.0912304,1
7,A56585301,이서 하늘가,128.8936225,37.74256439,2,4571033026,0,1,0,0,복도식,1,0,0,402,44.22735224,3,28055.2448,17,13.56666667,9.275,18.74166667,402,17779.3956,235200,406.5829062,1
8,A21093206,노암3차한라아파트,127.4967759,37.24899267,2,4215012100,0,1,0,0,혼합식,1,0,0,496,59.18504032,5,45103.996,21,13.80833333,9.908333333,18.05,496,29355.78,480600,494.0374037,4
9,A46785502,현대5차,126.8484515,37.52137696,2,4150035026,0,1,0,0,계단식,1,0,0,296,72.75662162,4,26864.28,24,12.71666667,8.758333333,17.19166667,296,21535.96,531600,429.4101973,4
11,A15886402,신정대성유니드아파트2차,127.1112255,37.31930863,1,1147010100,0,1,0,0,계단식,1,0,0,186,72.1583871,2,21041.02,17,12.71666667,8.758333333,17.19166667,186,13421.46,3876000,584.4767137,4
12,A42925205,하중연성참이슬,126.8798226,37.45858649,2,4139011900,0,1,0,0,계단식,1,0,0,944,93.19614407,12,130154.9,22,12.71666667,8.758333333,17.19166667,944,87977.16,1341000,456.2085982,4
13,A44697610,동원로얄듀크,129.0142947,35.24260983,1,4146311800,0,1,0,0,계단식,1,0,0,706,100.6650785,13,113281.3546,15,12.71666667,8.758333333,17.19166667,706,71069.5454,3120000,531.5052501,0
14,A42385302,하안주공7단지,127.0447241,37.72323272,2,4121010300,0,1,0,0,복도식,1,0,0,1342,59.5028465,11,109787.44,31,12.71666667,8.758333333,17.19166667,1342,79852.82,4520000,455.0580556,1
15,A61679206,벽산강변타운아파트,127.0674362,37.89925658,2,2632010200,0,1,0,0,계단식,1,0,0,1044,81.30034483,12,118239.57,26,13.975,9.283333333,19.525,1044,84877.56,1340000,458.5456234,4
16,A48077201,신일유토빌,127.0615234,37.72533304,2,4115010200,0,1,0,0,계단식,1,0,0,1432,93.16449721,16,168862.44,18,12.71666667,8.758333333,17.19166667,1432,133411.56,1565000,520.485706,0
17,A48303004,동두천상우,126.8319978,37.6644497,2,4125010300,0,1,0,0,혼합식,1,0,0,252,78.66535714,2,25490,30,12.71666667,8.758333333,17.19166667,252,19823.67,607000,95.20331839,4
18,A48003001,삼환나우빌,129.0301483,35.11133203,1,4115010300,0,1,0,0,계단식,1,0,0,162,84.56642222,2,21543.627,13,12.71666667,8.758333333,17.19166667,162,13699.7604,1128000,703.2278097,5
19,A41280902,주교벽산,127.0797841,37.65071834,1,4128110100,0,1,0,0,계단식,1,0,0,283,83.89982332,3,40085.19,22,12.71666667,8.758333333,17.19166667,283,23743.65,2185000,532.4920207,4
20,A60011202,영주동금호타운,127.5844622,34.98401233,1,2611010100,0,1,0,0,계단식,1,0,0,322,72.66326087,1,34053.889,24,13.975,9.283333333,19.525,322,23397.57,950300,596.5808985,4
21,A13986111,중계라이프신동아청구아파트,128.6421374,35.92883511,2,1135010600,0,1,0,0,계단식,1,0,0,960,114.4724583,17,149833.22,28,12.71666667,8.758333333,17.19166667,960,109893.56,4368000,506.7335323,1
22,A54580101,광양삼익아파트,126.9650802,37.38706227,1,4623025022,0,1,0,0,계단식,1,0,0,206,84.96,2,21405.52,29,14.16666667,10.1,18.8,206,17501.76,214900,80.35406153,4
23,A70117001,봉무청구새들마을,128.8672329,35.24946335,2,2714010500,0,1,0,0,계단식,1,0,0,347,86.70460231,4,45863.801,20,13.375,8.508333333,18.88333333,347,30086.497,1416000,421.4779557,4
24,A43174208,초원대림,129.0110991,35.19801716,1,4117310300,0,1,0,0,혼합식,1,0,0,1035,76.52733333,12,114814.37,28,12.71666667,8.758333333,17.19166667,1035,79205.79,4095000,534.7944681,5
25,A62175904,이진캐스빌1단지,128.5412003,35.817394,2,4825010600,0,1,0,0,계단식,1,0,0,510,82.34316843,8,78135.4596,8,13.975,9.283333333,19.525,510,41995.0159,1100000,593.6074547,6
26,A61680506,벽산그린필드1차아파트,126.7579283,37.73320724,2,2632010500,0,1,0,0,계단식,1,0,0,238,92.33495798,3,29395.68,29,13.975,9.283333333,19.525,238,21975.72,872900,475.4128647,4
27,A70475404,상인현대동방타운,128.7090215,35.14770792,2,2729011500,0,1,0,0,혼합식,1,0,0,440,99.49836364,4,63699.89,28,13.375,8.508333333,18.88333333,440,43779.28,2043000,405.7990961,1
28,A41383310,가람마을3단지동문아파트,127.0728231,37.64373138,1,4148012200,0,1,0,0,계단식,1,0,0,902,84.46,17,111272.87,20,12.71666667,8.758333333,17.19166667,902,76182.92,1711000,509.2924263,5
29,A64577302,진해삼성,128.7026581,35.21397878,2,4812914200,0,1,0,0,복도식,1,0,0,370,57.00648649,6,30724,28,13.975,9.283333333,19.525,370,21092.4,1072000,488.1880045,1
30,A13923106,하계2차현대아파트,126.7029278,37.48077456,2,1135010400,0,1,0,0,혼합식,1,0,0,730,82.50460822,12,96388.089,24,12.71666667,8.758333333,17.19166667,730,60228.364,4040000,567.2981975,1
31,A64193302,남양롯데아파트,127.0224532,37.50100108,2,4812313300,0,1,0,0,계단식,1,0,0,450,92.38366667,5,50335.08,31,13.975,9.283333333,19.525,450,41572.65,1198000,446.5443627,4
32,A40384301,십정한국,127.2453836,36.96103455,2,2823710200,0,1,0,0,혼합식,1,0,0,194,59.87381443,3,18960.012,23,12.71666667,8.758333333,17.19166667,194,11615.52,1949000,533.4959462,1
33,A13785607,롯데캐슬클래식,128.7032652,36.34991066,2,1165010800,0,1,0,0,계단식,1,0,0,990,99.78323232,15,175496.48,15,12.71666667,8.758333333,17.19166667,990,98785.4,16270000,824.4185241,0
34,A45674501,금화마을,129.2962292,35.53163477,1,4155034038,0,1,0,0,복도식,1,0,0,499,41.58,4,28457.97,21,12.71666667,8.758333333,17.19166667,499,20748.42,600000,452.0178324,4
35,A76980301,태평스카이맨션,127.1224916,36.7959394,2,4773025023,0,1,0,0,복도식,1,0,0,155,47.65683871,1,10303.93,30,13.375,8.508333333,18.88333333,155,7386.81,250000,79.71156246,4
36,A68072801,대공원한신휴플러스,127.4373989,36.35876967,2,3114010200,0,1,0,0,계단식,1,0,0,263,87.92087072,6,42804.336,10,13.975,9.283333333,19.525,263,23123.189,2507000,701.3127601,0
37,A33175914,상록수현대아파트,127.0664128,37.20750329,1,4413310700,0,1,0,0,계단식,1,0,0,464,73.2187931,4,47852,26,12.63333333,7.8,18.24166667,464,33973.52,1216000,472.2241567,5
38,A30076605,신동아,127.1215481,36.82090363,1,3011011500,0,1,0,0,계단식,1,0,0,914,85.53188184,13,95042,31,12.18333333,7.125,17.86666667,914,78176.14,814200,430.1222321,4
39,A44516007,시범한빛마을한화꿈에그린,127.4052371,36.39622374,1,4159012700,0,1,0,0,계단식,1,0,0,534,84.77752809,6,76628.8,14,12.71666667,8.758333333,17.19166667,534,45271.2,2605000,703.187052,0
40,A33178701,백석그린빌2차,129.0159949,35.07152565,1,4413310300,0,1,0,0,계단식,1,0,0,750,82.26205333,10,84872.172,17,12.63333333,7.8,18.24166667,750,61696.54,1480000,499.3746678,0
41,A30581204,엑스포아파트,127.7476764,37.85629561,1,3020014100,0,1,0,0,계단식,1,0,0,3958,113.8950351,51,622721.696,27,12.18333333,7.125,17.86666667,3958,450796.549,1835000,364.7192456,1
42,A60283301,혜성비치타운,126.956583,37.38038444,2,2614012400,0,1,0,0,혼합식,1,0,0,150,71.91553333,1,15344,28,13.975,9.283333333,19.525,150,10787.33,1020000,77.73054129,5
43,A20093301,신우아파트,126.6599269,37.44156617,2,4211012400,0,1,0,0,계단식,1,0,0,196,88.58265306,3,24013,27,11.94166667,6.966666667,17.80833333,196,17362.2,720000,95.52106492,3
44,A43179105,무궁화건영,126.8236839,37.56764475,2,4117310400,0,1,0,0,혼합식,1,0,0,468,76.3442735,6,44138.332,29,12.71666667,8.758333333,17.19166667,468,35729.12,4205000,530.267643,5
45,A40204110,학익풍림아이원,129.359676,36.05435318,1,2817710300,0,1,0,0,계단식,1,0,0,2090,86.80664187,26,305651.165,14,12.71666667,8.758333333,17.19166667,2090,181425.8815,2270000,555.3246396,1
46,A15721003,마곡신안,126.9546872,37.27038995,2,1150010500,0,1,0,0,혼합식,1,0,0,253,74.19027668,3,27840,28,12.71666667,8.758333333,17.19166667,253,18770.14,3661000,87.06687856,3
47,A79181405,우현3차신동아파밀리에,127.4814314,34.96106343,2,4711311800,0,1,0,0,계단식,1,0,0,356,101.5610618,5,59661.53,14,13.375,8.508333333,18.88333333,356,36155.738,799400,581.4996318,1
48,A44184103,금곡일신건영,126.9046532,37.53491971,1,4111313400,0,1,0,0,계단식,1,0,0,237,77.35632911,2,31093.7,23,12.71666667,8.758333333,17.19166667,237,18333.45,1920000,604.2575184,4
49,A54007001,삼풍그린2차,127.4974411,34.98961542,2,4615010700,0,1,0,0,계단식,1,0,0,182,85.88989011,2,19247,30,14.16666667,10.1,18.8,182,15631.96,288100,74.47034793,4
50,A15081001,래미안당산1차아파트,126.9834527,35.95240102,2,1156011700,0,1,0,0,계단식,1,0,0,348,82.29528736,4,43332.396,26,12.71666667,8.758333333,17.19166667,348,28638.76,6230000,559.373564,1
51,A54081302,선평배들마을아파트(주공1차),127.1023009,36.14283316,2,4615032028,0,1,0,0,계단식,1,0,0,900,55.5476,9,69511.703,20,14.16666667,10.1,18.8,900,49992.84,515600,566.4175777,4
52,A57021007,어양쌍용,126.9787424,37.28232283,1,4514012300,0,1,0,0,혼합식,1,0,0,810,46.47493827,16,51074,33,13.56666667,9.275,18.74166667,810,37644.7,745400,22.59282183,4
53,A32083802,논산 월야아파트,127.1229634,36.79825666,2,4423025331,0,1,0,0,복도식,1,0,0,276,53.95726087,4,21904.03,23,12.63333333,7.8,18.24166667,276,14892.204,60500,408.205864,0
55,A44175303,화서동남,128.992762,35.13546321,1,4111313100,0,1,0,0,계단식,1,0,0,380,49.79052632,7,27636.488,34,12.71666667,8.758333333,17.19166667,380,18920.4,1976000,32.91667548,4
56,A33175905,일성3차능수,127.1421115,35.369338,1,4413310700,0,1,0,0,계단식,1,0,0,521,69.49880998,6,50188,27,12.63333333,7.8,18.24166667,521,36208.88,1203000,479.5618966,5
58,A62683704,서창해인그린빌아파트,126.7479672,37.51845643,2,4833011400,0,1,0,0,계단식,1,0,0,800,80.4587,12,86675.16,20,13.975,9.283333333,19.525,800,64366.96,569600,392.6537026,5
60,A59580201,순창 경천주공,127.9292625,36.99152713,2,4577025026,0,1,0,0,혼합식,0,0,1,494,55.34299595,6,37918,15,13.56666667,9.275,18.74166667,494,27339.44,135300,538.0514987,1
61,A42672901,상록수한양,127.4596189,36.31070557,1,4127110400,0,1,0,0,혼합식,1,0,0,2222,72.0845351,35,223795.848,31,12.71666667,8.758333333,17.19166667,2222,160171.837,2000000,481.1143578,4
62,A40391301,삼산3휴먼시아(임대),127.4368614,36.62891317,2,2823710500,0,1,0,0,혼합식,0,0,1,870,44.52491954,11,77529.98,11,12.71666667,8.758333333,17.19166667,870,38736.68,1965000,714.9166995,5
63,A20093103,신성근화미소지움,127.0716353,37.53261226,2,4211011700,0,1,0,0,계단식,1,0,0,1092,81.54119963,12,159867.18,14,11.94166667,6.966666667,17.80833333,1092,89042.99,729100,509.8453661,4
64,A38075415,연수두진1,127.1262107,35.81239424,1,4313011800,0,1,0,0,혼합식,1,0,0,735,58.78783673,4,61074.278,30,12.18333333,7.125,17.86666667,735,43209.06,474000,371.1527359,4
65,A30005006,은어송마을3단지,127.0625939,37.26845432,1,3011010500,0,1,0,0,계단식,1,0,0,696,94.51832989,12,127524.844,15,12.18333333,7.125,17.86666667,696,65784.7576,998000,590.0023602,0
66,A36173419,가경형석1차아파트,128.6056712,35.84940459,2,4311311300,0,1,0,0,혼합식,1,0,0,600,65.975,5,59252.98,29,12.18333333,7.125,17.86666667,600,39585,822600,46.09296872,3
67,A14319301,자양현대6차,128.8674371,35.23182083,2,1121510500,0,1,0,0,혼합식,1,0,0,178,75.65258427,1,23330.24,22,12.71666667,8.758333333,17.19166667,178,13466.16,6666000,670.0800995,4
68,A56076711,중화산풍림아이원,126.917759,37.44989813,1,4511112800,0,1,0,0,계단식,1,0,0,498,123.7205984,11,97645.894,10,13.56666667,9.275,18.74166667,498,61612.858,691200,525.7922245,1
69,A44382404,원천레이크파크,126.8866944,37.45480898,1,4111710200,0,1,0,0,혼합식,1,0,0,1835,63.06979292,21,194380.645,22,12.71666667,8.758333333,17.19166667,1835,115733.07,3092000,530.2507637,5
70,A70583603,이천뜨란채3,129.1431857,35.15620667,1,2720010100,0,1,0,0,혼합식,1,0,0,431,70.9849884,5,48020.807,15,13.375,8.508333333,18.88333333,431,30594.53,1936000,548.0158817,1
71,A62175514,한국1차,126.6314529,37.65458879,2,4825010900,0,1,0,0,혼합식,1,0,0,1530,49.91196078,15,116168,24,13.975,9.283333333,19.525,1530,76365.3,1417000,449.1553843,1
72,A15303202,관악벽산2단지,128.281332,35.92512305,1,1154510300,0,1,0,0,복도식,0,1,0,564,32.7,2,30202.27,21,12.71666667,8.758333333,17.19166667,564,18442.8,3682000,437.8046808,4
73,A42382104,소하동양2차,128.7348146,35.81208909,1,4121010400,0,1,0,0,계단식,1,0,0,763,91.08670642,11,114530.938,18,12.71666667,8.758333333,17.19166667,763,69499.157,3250000,549.7695102,5
75,A61274013,해운대아이파크,127.1138942,37.35199239,1,2635010500,0,1,0,0,혼합식,1,0,0,1631,126.2637977,3,456818.836,10,13.975,9.283333333,19.525,1631,205936.254,9936000,1182.694571,7
76,A41576906,김포한강 신원 아침도시고다니마을,127.2111755,37.68231556,2,4157025621,0,1,0,0,계단식,1,0,0,380,83.49784211,6,56349.37,11,12.71666667,8.758333333,17.19166667,380,31729.18,1640000,609.7192185,1
77,A71980001,실리안,128.8208056,35.90940723,2,4784025029,0,1,0,0,계단식,1,0,0,202,72.40100297,2,22122.2142,8,13.375,8.508333333,18.88333333,202,14625.0026,387900,786.3566693,0
78,A71208004,경산서부2차부영,126.9471897,37.38531251,1,4729010700,0,1,0,0,계단식,1,0,0,510,84.9751,7,65426.996,16,13.375,8.508333333,18.88333333,510,43337.301,1140000,488.413184,1
80,A59009001,노암비안,126.9702154,37.37659324,1,4519012100,0,1,0,0,복도식,1,0,0,160,59.94,1,15110.924,24,13.56666667,9.275,18.74166667,160,9590.4,289500,491.3404724,1
81,A46372411,금곡청솔마을주공9단지,126.819194,35.19628201,2,4113511100,0,1,0,0,혼합식,1,0,0,1020,39.13411765,6,61815.6,26,12.71666667,8.758333333,17.19166667,1020,39916.8,4860000,472.7483102,4
82,A47275905,오남한신1차,129.383644,36.09116824,2,4136026223,0,1,0,0,계단식,1,0,0,283,70.78303887,2,28420.06,24,12.71666667,8.758333333,17.19166667,283,20031.6,970300,553.4481769,5
83,A71290202,하양2차롯데낙천대,126.8820329,35.13988009,1,4729025021,0,1,0,0,계단식,1,0,0,486,73.59745679,7,57586.818,15,13.375,8.508333333,18.88333333,486,35768.364,850600,575.0416066,1
84,A43175109,호계효성,126.9068917,37.45968396,1,4117310400,0,1,0,0,혼합식,1,0,0,370,82.79848649,2,47971.762,21,12.71666667,8.758333333,17.19166667,370,30635.44,3315000,572.4905534,1
85,A43708001,의왕대원칸타빌2,127.077094,37.31340835,2,4143010700,0,1,0,0,계단식,1,0,0,322,77.26303727,4,39651,19,12.71666667,8.758333333,17.19166667,322,24878.698,4153000,534.3094355,1
86,A50625101,수완영무예다음,127.1163177,37.5315458,2,2920012300,0,1,0,0,계단식,1,0,0,179,84.5949,4,26863.048,13,14.16666667,10.1,18.8,179,15142.4871,1130000,793.488101,0
87,A79170604,장량휴먼시아1단지,128.5801827,35.86446765,2,4711312200,0,1,0,0,복도식,0,1,0,900,50.67321111,9,74047.956,11,13.375,8.508333333,18.88333333,900,45605.89,935000,353.3911957,5
88,A50270406,화정광명,128.6872358,34.86458986,1,2914011900,0,1,0,0,혼합식,1,0,0,309,59.45483819,2,25945.245,26,14.16666667,10.1,18.8,309,18371.545,1107000,74.50779634,3
89,A15378501,시흥월드메르디앙,129.3465772,35.54680987,1,1154510300,0,1,0,0,혼합식,1,0,0,202,69.97821782,2,23294.6,15,12.71666667,8.758333333,17.19166667,202,14135.6,2885000,698.0970623,4
90,A44898103,엘지빌리지2차,126.9152441,37.39373249,1,4146510600,0,1,0,0,계단식,1,0,0,758,138.7841003,8,128168.543,20,12.71666667,8.758333333,17.19166667,758,105198.348,3486000,403.4328245,1
91,A13887403,현대리버빌2차아파트,129.0331605,35.10303357,2,1171010300,0,1,0,0,혼합식,1,0,0,384,69.31447917,4,46653.35,22,12.71666667,8.758333333,17.19166667,384,26616.76,6978000,584.7643177,5
92,A70032001,태왕아너스스카이,127.2029253,37.6281429,2,2711015400,0,1,0,0,계단식,1,0,0,492,115.1496199,6,92361.9717,15,13.375,8.508333333,18.88333333,492,56653.613,2573000,506.8090715,0
93,A65690304,해와루 아파트,126.9334211,35.95011434,2,4831010500,0,1,0,0,계단식,1,0,0,350,83.44533829,6,41592.805,16,13.975,9.283333333,19.525,350,29205.8684,825600,516.4464481,1
94,A68081310,아데라움아파트,126.9920672,37.49386925,2,3114010600,0,1,0,0,계단식,1,0,0,994,103.1611844,8,165102.4158,16,13.975,9.283333333,19.525,994,102542.2173,2353000,488.5597495,0
95,A43085501,흥화아파트,127.429403,36.37273619,2,4117110100,0,1,0,0,복도식,1,0,0,152,68.47026316,1,18373,25,12.71666667,8.758333333,17.19166667,152,10407.48,2516000,653.8792292,4
96,A60070101,코모도에스테이트,127.0345962,37.66170257,2,2611011600,1,1,0,0,복도식,1,0,0,268,27.11358209,1,12897.22,8,13.975,9.283333333,19.525,268,7266.44,3268000,489.8370339,7
97,A47270706,금곡GS,129.2542316,35.55190288,1,4136010300,0,1,0,0,계단식,1,0,0,260,112.5363846,3,43973.625,24,12.71666667,8.758333333,17.19166667,260,29259.46,1705000,524.6559062,1
98,A57092102,장신휴먼시아3단지,128.7340134,36.57616284,1,4514031022,0,1,0,0,복도식,0,1,0,593,43.47161889,7,44638.93,11,13.56666667,9.275,18.74166667,593,25778.67,522400,515.0411497,1
99,A13783001,방배3차e편한세상,127.4783571,37.25860729,2,1165010100,0,1,0,0,계단식,1,0,0,192,211.6021953,5,68970.847,15,12.71666667,8.758333333,17.19166667,192,40627.6215,14000000,785.8068453,1
100,A30606202,선비마을1,127.1010267,36.18958981,1,3023010800,0,1,0,0,계단식,1,0,0,1140,67.58410526,11,129231.907,22,12.18333333,7.125,17.86666667,1140,77045.88,1076000,543.2621868,4
102,A13202308,방학삼익세라믹,128.6238244,35.86572377,2,1132010600,0,1,0,0,혼합식,1,0,0,476,64.20470588,4,41276.72,33,12.71666667,8.758333333,17.19166667,476,30561.44,2757000,474.7081889,4
103,A68081219,신복현대아파트,127.3757296,36.38294355,2,3114010100,0,1,0,0,복도식,1,0,0,651,59.76,3,58245.4102,25,13.975,9.283333333,19.525,651,38903.76,2087000,421.8156291,1
104,A76014001,신안현대아파트,128.9948091,35.32484932,2,4717010500,0,1,0,0,계단식,1,0,0,330,80.56727273,4,34061,30,13.375,8.508333333,18.88333333,330,26587.2,350300,402.7157492,4
105,A46786302,유승,126.6463358,37.42290226,1,4150025328,0,1,0,0,계단식,1,0,0,153,72.04215686,2,17410.74,20,12.71666667,8.758333333,17.19166667,153,11022.45,716500,553.4513878,4
106,A32003004,동신아파트,127.1126089,37.23049171,1,4423010900,0,1,0,0,계단식,1,0,0,288,92.1875,4,34737.61,28,12.63333333,7.8,18.24166667,288,26550,423700,454.9547081,1
107,A70672608,래미안수성,128.5264288,35.85771683,1,2726010100,0,1,0,0,계단식,1,0,0,467,128.6646381,5,101686.727,13,13.375,8.508333333,18.88333333,467,60086.386,3714000,627.3491955,1
108,A30534002,연구원현대,127.3916558,36.34916211,2,3020012700,0,1,0,0,계단식,1,0,0,150,117.438,3,22702.43,32,12.18333333,7.125,17.86666667,150,17615.7,1181000,377.3581237,0
109,A62681106,양산 물금 동일스위트,129.2150369,35.86630691,1,4833025323,0,1,0,0,계단식,1,0,0,1292,75.76595511,12,172624,8,13.975,9.283333333,19.525,1292,97889.614,820000,666.2246935,0
110,A40671303,옥련백산1차,127.0825558,37.27030162,2,2818510100,0,1,0,0,복도식,1,0,0,307,64.93749186,2,31230.7,27,12.71666667,8.758333333,17.19166667,307,19935.81,2127000,120.5990627,3
111,A44690101,매화마을 우남 퍼스트빌,126.7656914,37.68588808,1,4146310800,0,1,0,0,계단식,1,0,0,166,84.2119,3,20962.518,19,12.71666667,8.758333333,17.19166667,166,13979.1754,1930000,526.3278977,4
112,A70492604,용산2차우방타운,128.3270316,36.12802733,2,2729011100,0,1,0,0,혼합식,1,0,0,379,65.98878628,3,39823.51,22,13.375,8.508333333,18.88333333,379,25009.75,2062000,558.5512983,1
113,A30212006,목련,129.069164,35.16716295,1,3017011200,0,1,0,0,계단식,1,0,0,1166,113.4655918,15,187736.77,28,12.18333333,7.125,17.86666667,1166,132300.88,1795000,425.8770073,0
114,A78075715,황성럭키아파트,126.931945,35.94935093,2,4713012400,0,1,0,0,계단식,1,0,0,353,97.01983003,5,44024.4,29,13.375,8.508333333,18.88333333,353,34248,629700,427.8889449,1
115,A44678708,흥덕마을12단지,126.6662582,37.59990024,2,4146311100,0,1,0,0,혼합식,1,0,0,759,128.807141,14,175369.88,12,12.71666667,8.758333333,17.19166667,759,97764.62,3349000,633.4193546,1
116,A41172608,일산태영,128.0558811,35.16737266,2,4128710100,0,1,0,0,계단식,1,0,0,636,84.89,9,81217.211,19,12.71666667,8.758333333,17.19166667,636,53990.04,2005000,549.3913167,5
117,A73092101,대영파크에비앙,127.1381014,37.58934199,2,4719010100,0,1,0,0,복도식,1,0,0,164,29.63814146,1,9720.766,17,13.375,8.508333333,18.88333333,164,4860.6552,669100,433.3675016,4
118,A61404003,양정메트로하이츠,126.9733575,37.48548782,2,2623010200,0,1,0,0,계단식,1,0,0,258,92.14165891,4,38510.812,15,13.975,9.283333333,19.525,258,23772.548,1376000,615.8918051,0
119,A57092101,장신휴먼시아2단지,126.4657551,34.74604568,2,4514031022,0,1,0,0,복도식,0,0,1,566,42.71031802,6,40341.51,11,13.56666667,9.275,18.74166667,566,24174.04,512200,594.398509,4
120,A40473123,검단2차아이파크,128.5243865,35.2654473,1,2826011300,0,1,0,0,계단식,1,0,0,409,133.9279883,7,103292.9,11,12.71666667,8.758333333,17.19166667,409,54776.5472,2149000,675.9367569,1
121,A66077409,평거휴먼시아4단지,127.4812424,34.98098963,1,4817012600,0,1,0,0,계단식,1,0,0,706,77.17331445,13,97607.02,10,13.975,9.283333333,19.525,706,54484.36,1475000,698.0664574,1
122,A47175801,수택엘지원앙,127.8301546,37.32950026,2,4131010500,0,1,0,0,혼합식,1,0,0,824,60.03245146,7,77313.755,26,12.71666667,8.758333333,17.19166667,824,49466.74,2640000,553.8549572,5
123,A15609005,사당 대림아파트 관리사무소,126.8534855,37.56549591,1,1159010700,0,1,0,0,계단식,1,0,0,1152,96.12260417,12,136437.05,31,12.71666667,8.758333333,17.19166667,1152,110733.24,7360000,447.5252011,4
124,A52670302,삼호퀸스빌1차,126.9649522,37.47099285,2,4683025326,0,1,0,0,복도식,1,0,0,285,59.8598,2,24470.264,19,14.16666667,10.1,18.8,285,17060.043,236800,450.9661357,4
125,A63078729,코오롱하늘채2차아파트,126.7991353,35.13394303,2,4812725023,0,1,0,0,계단식,1,0,0,1730,91.36713931,19,243371.626,16,13.975,9.283333333,19.525,1730,158065.151,649500,497.3855211,1
126,A54008002,가곡신영아파트,128.57404,38.20616548,2,4615010900,0,1,0,0,복도식,1,0,0,670,49.77,3,52006.012,27,14.16666667,10.1,18.8,670,33345.9,474700,122.424271,4
127,A22080308,문막만도사원,128.7514932,35.80964622,2,4213025022,0,1,0,0,계단식,0,1,0,470,50.33851064,11,26408.6,30,11.94166667,6.966666667,17.80833333,470,23659.1,527200,13.41400701,3
128,A15780703,가양대림경동,126.9593894,37.38826527,2,1150010400,0,1,0,0,계단식,1,0,0,540,131.4,6,97179,28,12.71666667,8.758333333,17.19166667,540,70956,5825000,475.2693453,4
129,A15106101,봉천은천1단지,127.4456218,36.36071142,2,1162010100,0,1,0,0,계단식,1,0,0,180,84.706,4,28876,20,12.71666667,8.758333333,17.19166667,180,15247.08,4380000,631.9236208,4
130,A50601012,송정금강아파트,126.4628629,34.7471298,1,2920010100,0,1,0,0,혼합식,1,0,0,490,59.88693878,4,43243,21,14.16666667,10.1,18.8,490,29344.6,739100,516.4088396,1
131,A21780505,속초현대2차아파트,128.7123092,35.83941827,2,4221010600,0,1,0,0,계단식,1,0,0,255,87.276,4,28373.93,29,13.80833333,9.908333333,18.05,255,22255.38,655700,429.7312979,4
132,A71277604,사동2지구화성파크드림,129.1058446,35.18131707,2,4729012600,0,1,0,0,계단식,1,0,0,505,119.5317182,8,106787.852,11,13.375,8.508333333,18.88333333,505,60363.5177,1200000,594.8874453,1
133,A43179302,향촌롯데,129.1002932,35.20582144,1,4117310300,0,1,0,0,계단식,1,0,0,530,75.85811321,8,62305,28,12.71666667,8.758333333,17.19166667,530,40204.8,4095000,591.1070942,1
134,A30681301,송촌서오,127.446974,36.62185143,1,3023010700,0,1,0,0,혼합식,1,0,0,320,74.1175,5,31790.4,30,12.18333333,7.125,17.86666667,320,23717.6,939200,78.19973353,3
135,A52689701,한양파크빌1차,126.6990164,37.52590264,2,4683025326,0,1,0,0,계단식,1,0,0,160,84.92,3,18966.22,19,14.16666667,10.1,18.8,160,13587.2,223400,537.797216,5
136,A70617011,아이프라임신매,126.988425,37.28930886,2,2726011800,0,1,0,0,계단식,1,0,0,309,90.2854534,6,50809,13,13.375,8.508333333,18.88333333,309,27898.2051,2392000,632.5375899,1
137,A61181004,연산부전타워아파트,126.6697378,37.40520184,1,2647010200,0,1,0,0,계단식,1,0,0,214,75.25990654,2,21477.45,28,13.975,9.283333333,19.525,214,16105.62,1775000,142.3723003,4
138,A60780703,명장국제파크아파트,127.0232048,36.15106323,2,2626010100,0,1,0,0,혼합식,1,0,0,255,71.21215686,1,27252.82,25,13.975,9.283333333,19.525,255,18159.1,1280000,620.7610785,3
139,A36172709,개신3단지그린빌아파트,129.1078201,37.49948606,1,4311210900,0,1,0,0,계단식,1,0,0,634,83.19274448,6,72607.398,18,12.18333333,7.125,17.86666667,634,52744.2,1102000,512.6602862,1
