,apt_code,apt_name,X_Coord,Y_Coord,Count,bjdCode,도시형 생활주택,아파트,연립주택,주상복합,codeHallNm,분양,사택임대,영구국민임대,hoCnt,Priv/Ho,kaptDongCnt,kaptTarea,age,Temp_avg,Temp_min,Temp_max,kaptdaCnt,privArea,pblntfPclnd,Elec,Result
3209,A41383307,책향기마을14단지우남퍼스트빌,129.3106976,35.5612952,2,4148011300,0,1,0,0,계단식,1,0,0,600,111.1939867,12,84655.76,15,12.71666667,8.758333333,17.19166667,600,66716.392,1601000,593.1010803,1
3210,A15384501,벽산타운3단지,129.0882664,35.18035972,2,1154510300,0,1,0,0,혼합식,1,0,0,270,78.58385185,3,34641,23,12.71666667,8.758333333,17.19166667,270,21217.64,3505000,615.7639744,4
3211,A15284906,구로삼성래미안,128.6106471,35.89966881,2,1153010200,0,1,0,0,혼합식,1,0,0,1244,80.84036013,16,190134.234,17,12.71666667,8.758333333,17.19166667,1244,100565.408,4793000,553.0981066,0
3212,A50073818,중흥S클래스,128.4301068,36.11900163,1,2917010700,0,1,0,0,계단식,1,0,0,402,84.8358,4,54819.48,18,14.16666667,10.1,18.8,402,34103.9916,836900,565.6498358,1
3213,A13984411,월계사슴3단지,129.1750106,35.17886394,2,1135010200,0,1,0,0,복도식,1,0,0,884,40.50217195,5,51241.71,26,12.71666667,8.758333333,17.19166667,884,35803.92,3530000,100.6558314,3
3214,A50630102,도천중흥파크2단지,128.5665034,35.94240323,1,2920011300,0,1,0,0,복도식,1,0,0,648,59.76,6,59666.46,26,14.16666667,10.1,18.8,648,38724.48,998500,112.6433891,4
3215,A40707001,서운 경남아너스빌아파트,126.9083005,37.57622778,2,2824510400,0,1,0,0,계단식,1,0,0,255,111.0808765,5,43789.954,14,12.71666667,8.758333333,17.19166667,255,28325.6235,1514000,634.968656,4
3216,A44978603,배머루베네치아,126.9923816,36.78577437,1,4146125024,0,1,0,0,계단식,1,0,0,347,87.29975764,5,54674.018,19,12.71666667,8.758333333,17.19166667,347,30293.0159,595500,522.1545774,4
3217,A65671404,덕산아내프리미엄2차,126.8417274,37.66117865,1,4831010500,0,1,0,0,계단식,1,0,0,413,81.89548644,8,55937.2223,8,13.975,9.283333333,19.525,413,33822.8359,1121000,730.68156,7
3218,A70437026,상인동화태왕타운,127.400734,36.35138595,2,2729011500,0,1,0,0,혼합식,1,0,0,702,71.69974359,7,72131.65,28,13.375,8.508333333,18.88333333,702,50333.22,2043000,461.2050732,1
3219,A60675110,함지그린,127.0918062,37.32859179,1,2620012100,0,1,0,0,복도식,1,0,0,1000,52.454,9,76973.23,27,13.975,9.283333333,19.525,1000,52454,720900,431.4360884,1
3220,A13881302,거여현대3차,126.7749852,37.68221294,2,1171011300,0,1,0,0,계단식,1,0,0,303,84.91966997,3,34827.72,28,12.71666667,8.758333333,17.19166667,303,25730.66,7710000,598.1323772,1
3221,A56181615,송천현대2차아파트,129.2217791,35.85329558,1,4511312100,0,1,0,0,계단식,1,0,0,585,71.95128205,4,60172,24,13.56666667,9.275,18.74166667,585,42091.5,718200,452.1640216,4
3222,A44033001,천천비단마을영풍마드레빌,127.8848886,37.69919989,1,4111113300,0,1,0,0,계단식,1,0,0,212,122.8433,4,39377,20,12.71666667,8.758333333,17.19166667,212,26042.7796,2105000,536.8038748,5
3223,A60475402,다대삼환2차아파트,127.4974649,36.965356,2,2638010600,0,1,0,0,계단식,1,0,0,268,84.99,3,33967.92,22,13.975,9.283333333,19.525,268,22777.32,955100,535.6889368,4
3224,A26981901,동송개나리,127.1073503,37.34686096,2,4278025921,0,1,0,0,혼합식,1,0,0,220,69.05181818,1,20299,26,11.94166667,6.966666667,17.80833333,220,15191.4,294000,103.4751021,3
3225,A33074101,목천협성엠파이어,128.5916615,35.88566423,2,4413125033,0,1,0,0,복도식,1,0,0,552,39.82,3,33999.54,8,12.63333333,7.8,18.24166667,552,21980.64,508000,432.803075,4
3226,A44380201,매탄삼성3차,126.6872919,37.61497834,2,4111710100,0,1,0,0,복도식,1,0,0,595,59.76,14,51787,28,12.71666667,8.758333333,17.19166667,595,35557.2,2686000,500.4387227,1
3227,A42682408,상록수타운 월드아파트,128.2959224,37.03065237,1,4127110300,0,1,0,0,계단식,1,0,0,626,102.0580192,14,113443.509,28,12.71666667,8.758333333,17.19166667,626,63888.32,1762000,432.0065206,4
3228,A14003004,이촌동부센트레빌,126.9880932,37.4968312,2,1117012900,0,1,0,0,계단식,1,0,0,309,99.73174757,4,53804.02,20,12.71666667,8.758333333,17.19166667,309,30817.11,12600000,719.2515484,6
3229,A41251002,푸른마을4단지동익미라벨,129.0331816,35.21157114,2,4128111600,0,1,0,0,계단식,1,0,0,241,105.6927593,6,52151.87,13,12.71666667,8.758333333,17.19166667,241,25471.955,1474000,784.888763,1
3230,A50333023,진월아남,129.2204375,35.24534799,2,2915510800,0,1,0,0,계단식,1,0,0,465,78.75346237,5,55476,24,14.16666667,10.1,18.8,465,36620.36,1134000,468.5172379,4
3231,A15288805,신도림대림5차e-편한세상,126.550157,37.48472123,2,1153010100,0,1,0,0,계단식,1,0,0,362,84.789,6,53027.109,18,12.71666667,8.758333333,17.19166667,362,30693.618,5620000,731.4844191,0
3232,A47682301,양수삼익,126.6872091,36.01594384,2,4183033021,0,1,0,0,계단식,1,0,0,299,77.56916388,6,29324.82,21,12.71666667,8.758333333,17.19166667,299,23193.18,1666000,469.2253283,4
3233,A42924001,능곡엘드수목토,127.1576515,37.26395642,2,4139011800,0,1,0,0,계단식,1,0,0,272,84.685,7,46535.594,13,12.71666667,8.758333333,17.19166667,272,23034.32,1840000,684.4987537,4
3235,A60183601,초량동반도보라스카이뷰,126.4080966,34.80045576,2,2617010100,0,0,0,1,계단식,1,0,0,256,75.66632813,1,38656.74,15,13.975,9.283333333,19.525,256,19370.58,3360000,507.603227,4
3236,A65688101,덕진봄,128.8726525,35.25486526,2,4831036024,0,1,0,0,혼합식,1,0,0,336,53.35089583,6,31963.13,10,13.975,9.283333333,19.525,336,17925.901,274700,550.5718141,4
3237,A61681108,금곡조성협진아파트,127.0626226,37.65847742,2,2632010100,0,1,0,0,계단식,1,0,0,576,67.97,6,51079.68,27,13.975,9.283333333,19.525,576,39150.72,1025000,92.27248354,3
3238,A30002004,어진마을,126.7427402,37.52750372,1,3011010200,0,1,0,0,계단식,1,0,0,813,69.89142681,9,86371.27,14,12.18333333,7.125,17.86666667,813,56821.73,940300,524.0495728,4
3240,A64548001,STXKAN,126.8753046,37.52000327,2,4812915700,0,1,0,0,계단식,1,0,0,385,84.98583688,9,59273,12,13.975,9.283333333,19.525,385,32719.5472,545800,207.8208517,4
3241,A15205002,구로두산제2,126.8945208,35.15803878,2,1153010200,0,1,0,0,복도식,0,1,0,442,27.6,1,22171,23,12.71666667,8.758333333,17.19166667,442,12199.2,5433000,461.1221569,5
3242,A64186401,서광아파트,126.649964,36.60145558,2,4812125032,0,1,0,0,혼합식,1,0,0,159,69.39408805,2,16014.66,27,13.975,9.283333333,19.525,159,11033.66,807500,85.49437207,4
3244,A62175205,대우유토피아,127.649833,34.77201925,2,4825011800,0,1,0,0,계단식,1,0,0,2041,81.1099559,15,234676.26,27,13.975,9.283333333,19.525,2041,165545.42,968200,426.9354452,5
3245,A70602003,만촌화성파크스위트,128.9112118,35.24830843,1,2726010200,0,1,0,0,계단식,1,0,0,291,84.8923,4,37979.577,16,13.375,8.508333333,18.88333333,291,24703.6593,2430000,514.6707995,1
3246,A44578504,능동마을주공7단지제3,127.1272532,37.50474715,2,4159011800,0,1,0,0,혼합식,0,0,1,534,51.40621723,11,45962,14,12.71666667,8.758333333,17.19166667,534,27450.92,2636000,608.4985191,4
3247,A57375901,보람더하임,129.3353349,35.63187034,2,4513014400,0,1,0,0,계단식,1,0,0,437,80.21628787,7,54815.702,11,13.56666667,9.275,18.74166667,437,35054.5178,504500,531.6423484,1
3248,A42083304,역곡대림e편한세상,126.7132977,37.53366388,2,4119010700,0,1,0,0,계단식,1,0,0,249,86.98935743,3,34950.36,17,12.71666667,8.758333333,17.19166667,249,21660.35,2819000,569.7179408,1
3249,A60471209,당리반도보라아파트,127.5337198,34.95226444,2,2638010200,0,1,0,0,계단식,1,0,0,384,111.41875,3,54039.5,29,13.975,9.283333333,19.525,384,42784.8,1247000,86.11023463,4
3250,A76026003,안기동아아파트,129.3120136,35.55293034,2,4717012800,0,1,0,0,혼합식,1,0,0,210,69.27961905,2,18271.415,26,13.375,8.508333333,18.88333333,210,14548.72,413700,461.085981,4
3251,A44672102,백현마을한라비발디2단지,127.0002256,37.49919182,1,4146311500,0,1,0,0,계단식,1,0,0,304,102.0834737,5,50228.844,15,12.71666667,8.758333333,17.19166667,304,31033.376,2611000,573.9107308,1
3252,A30284006,복수계룡,127.2099162,36.77284025,1,3017010100,0,1,0,0,혼합식,1,0,0,648,74.58987654,8,61380.065,30,12.18333333,7.125,17.86666667,648,48334.24,941600,431.5773128,5
3253,A61704001,벽산하나로타운,127.1166001,36.99028341,2,2653010300,0,1,0,0,계단식,1,0,0,273,84.93,1,29461.81,27,13.975,9.283333333,19.525,273,23185.89,1205000,56.9323268,3
3254,A47206005,가운휴먼시아1단지,127.1176972,37.6629238,1,4136011200,0,1,0,0,복도식,0,0,1,1417,42.10844742,16,102353.06,13,12.71666667,8.758333333,17.19166667,1417,59667.67,2394000,691.0215714,4
3255,A63177503,중앙우방,126.8842038,37.51095904,2,4812514800,0,1,0,0,계단식,1,0,0,459,88.80054466,5,50344.374,24,13.975,9.283333333,19.525,459,40759.45,948900,411.7185197,4
3256,A60780702,명장동유림노르웨이숲,126.7888129,37.65790475,2,2626010100,0,1,0,0,계단식,1,0,0,221,78.21587195,3,28438.09,17,13.975,9.283333333,19.525,221,17285.7077,1484000,561.8136094,4
3257,A24071601,동해송정LH아파트,127.0556898,37.54539767,2,4217010300,0,1,0,0,혼합식,0,1,0,203,54.28270936,3,16096.848,12,13.80833333,9.908333333,18.05,203,11019.39,197000,621.6451939,4
3258,A46470601,광주산호,127.5307138,34.94872267,1,4161010500,0,1,0,0,계단식,1,0,0,183,74.22008197,1,20081.921,27,12.71666667,8.758333333,17.19166667,183,13582.275,2110000,44.66660899,2
3259,A41036004,백석백송마을1단지삼부,126.9767399,37.48996466,1,4128510600,0,1,0,0,계단식,1,0,0,222,84.99,4,27042,28,12.71666667,8.758333333,17.19166667,222,18867.78,2295000,633.1556186,5
3260,A41383136,해솔마을1단지두산위브,128.5989052,35.88330206,1,4148011700,0,1,0,0,계단식,1,0,0,668,96.12770659,9,119718.223,11,12.71666667,8.758333333,17.19166667,668,64213.308,1722000,592.2640392,1
3261,A50377401,광신프로그레스,127.1098972,37.60262453,2,2915511400,0,1,0,0,계단식,1,0,0,258,81.39815039,4,35562.772,8,14.16666667,10.1,18.8,258,21000.7228,1165000,586.5202094,0
3262,A22015001,무실주공5단지,128.5427855,35.81585396,1,4213011500,0,1,0,0,복도식,0,0,1,496,48.69895161,6,42811.249,13,11.94166667,6.966666667,17.80833333,496,24154.68,984500,590.211331,4
3263,A41180301,대화성저마을11단지건영,127.0310934,37.49754615,1,4128710400,0,0,1,0,계단식,1,0,0,152,74.28526316,7,20387.5,25,12.71666667,8.758333333,17.19166667,152,11291.36,2012000,80.96817685,3
3264,A60402104,남영1차아파트,128.5847728,35.21694059,2,2638010300,0,1,0,0,계단식,0,1,0,165,53.87842424,5,10108.845,34,13.975,9.283333333,19.525,165,8889.94,1419000,40.95190744,4
3265,A30550908,대덕테크노밸리6단지,129.1064878,35.13993163,1,3020014600,0,1,0,0,계단식,1,0,0,703,94.00785206,13,124715.559,15,12.18333333,7.125,17.86666667,703,66087.52,1359000,612.6735489,1
3266,A40577101,만수주공3단지 아파트,126.9780238,37.38603451,2,2820010300,0,1,0,0,혼합식,1,0,0,510,58.61013725,20,32763,35,12.71666667,8.758333333,17.19166667,510,29891.17,1825000,20.01535905,3
3267,A56084101,평화동 극동평화,129.1685363,35.17363972,2,4511113200,0,1,0,0,계단식,1,0,0,158,80.00525316,2,15735,31,13.56666667,9.275,18.74166667,158,12640.83,696000,49.84674002,4
3268,A20015005,동부아파트,128.5460596,35.81435883,2,4211011800,0,1,0,0,계단식,1,0,0,854,71.3794918,8,82677.62,27,11.94166667,6.966666667,17.80833333,854,60958.086,599000,462.4240499,4
3269,A56182004,송천현대1차아파트,127.0544866,37.88710979,1,4511312200,0,1,0,0,혼합식,1,0,0,248,71.3403871,3,25934.9,26,13.56666667,9.275,18.74166667,248,17692.416,771900,460.1635997,4
3270,A12220005,은평뉴타운상림마을1단지,126.8879499,35.17954115,2,1138011400,0,1,0,0,혼합식,1,0,0,707,69.14981612,11,101273.91,13,12.71666667,8.758333333,17.19166667,707,48888.92,5070000,560.548024,5
3271,A13885306,가락삼익맨션,126.880911,35.20669071,1,1171010400,0,1,0,0,계단식,1,0,0,936,105.5239284,14,118773.36,37,12.71666667,8.758333333,17.19166667,936,98770.397,9615000,576.8569757,3
3272,A42182803,여월휴먼시아5단지,126.8111747,37.33855011,1,4119011800,0,1,0,0,계단식,1,0,0,334,122.7561677,11,72016.33,11,12.71666667,8.758333333,17.19166667,334,41000.56,2508000,713.5755056,4
3273,A47278219,마석그랜드힐,126.9581027,37.49774987,2,4136025621,0,1,0,0,계단식,1,0,0,550,70.47437345,4,62541.09,17,12.71666667,8.758333333,17.19166667,550,38760.9054,853200,537.5131365,4
3274,A50275203,모아제일,126.9196257,35.18257863,1,2914011800,0,1,0,0,계단식,1,0,0,480,84.9,3,57591.9,23,14.16666667,10.1,18.8,480,40752,1218000,486.8644238,1
3275,A14278101,수유극동아파트,126.801565,37.39894647,2,1130510300,0,1,0,0,계단식,1,0,0,574,91.93670732,7,66878.51,29,12.71666667,8.758333333,17.19166667,574,52771.67,3034000,455.2353832,4
3276,A44729004,오산대우,126.8121037,35.20075937,1,4137010800,0,1,0,0,혼합식,1,0,0,1144,71.03002098,16,107320.596,28,12.71666667,8.758333333,17.19166667,1144,81258.344,1070000,432.503871,1
3277,A30077302,대전판암3,126.7360403,37.73117969,2,3011010700,0,1,0,0,복도식,0,0,1,768,28.58484375,3,35124,30,12.18333333,7.125,17.86666667,768,21953.16,723000,241.8548932,4
3278,A36982405,한양밀알2차아파트,126.9241061,36.97894302,2,4377034022,0,1,0,0,혼합식,1,0,0,274,48.07138686,4,19522.148,24,12.18333333,7.125,17.86666667,274,13171.56,355300,424.0571479,4
3279,A13704404,반포미도아파트,126.6528404,37.60384184,2,1165010700,0,1,0,0,복도식,1,0,0,1260,84.96,8,148621,34,12.71666667,8.758333333,17.19166667,1260,107049.6,19000000,492.0718566,4
3280,A44696104,신갈삼익,126.6852726,37.61043612,2,4146310100,0,1,0,0,계단식,1,0,0,296,76.21986486,2,29521.22,22,12.71666667,8.758333333,17.19166667,296,22561.08,1743000,521.0245919,4
3281,A13905102,월계대동,129.0779574,35.14404365,2,1135010200,0,1,0,0,혼합식,1,0,0,258,71.37511628,3,33781.287,24,12.71666667,8.758333333,17.19166667,258,18414.78,3042000,543.7848022,4
3282,A43084301,금용,127.5793876,36.7849329,1,4117110100,0,1,0,0,계단식,1,0,0,159,74.22522013,1,19546.95,24,12.71666667,8.758333333,17.19166667,159,11801.81,2307000,664.696065,4
3283,A74275503,복룡6주공아파트,127.3835743,36.43159772,2,4725010400,0,1,0,0,혼합식,1,0,0,387,50.48868217,5,27481,20,13.375,8.508333333,18.88333333,387,19539.12,367100,563.1509164,5
3284,A33182901,두정2차대우,127.2107986,37.54111884,2,4413310400,0,1,0,0,계단식,1,0,0,323,90.42018576,5,42289.777,23,12.63333333,7.8,18.24166667,323,29205.72,1253000,488.4564822,0
3285,A45674701,안성중리2차동광,127.424225,36.44630516,1,4155013300,0,1,0,0,계단식,1,0,0,576,84.96148958,12,79524.84,12,12.71666667,8.758333333,17.19166667,576,48937.818,581200,173.1376063,2
3286,A40426016,당하3차풍림아이원,126.4131143,34.81502598,2,2826011300,0,1,0,0,계단식,1,0,0,579,74.71956166,8,72050,17,12.71666667,8.758333333,17.19166667,579,43262.6262,1886000,558.0261869,1
3287,A74075807,김천2차우방타운,127.0119078,37.29128972,2,4715010800,0,1,0,0,혼합식,1,0,0,374,71.54483957,2,40528.8,25,13.375,8.508333333,18.88333333,374,26757.77,542200,408.6817275,5
3288,A47175422,인창한진그랑빌,127.9544354,37.34309372,1,4131010300,0,1,0,0,계단식,1,0,0,953,78.82565058,7,119800.98,19,12.71666667,8.758333333,17.19166667,953,75120.845,2237000,578.5492584,4
3289,A41279910,은평뉴타운박석고개1단지,128.8507541,35.23319827,1,1138011400,0,1,0,0,혼합식,1,0,0,947,75.37190074,16,134074.76,12,12.71666667,8.758333333,17.19166667,947,71377.19,5230000,565.2315023,1
3290,A44592602,살구꽃마을신영지웰,128.5956665,35.83516757,1,4159025939,0,1,0,0,계단식,1,0,0,365,115.7333715,6,75507.75,13,12.71666667,8.758333333,17.19166667,365,42242.6806,1293000,732.492984,0
3291,A61206110,센텀롯데캐슬3차,127.0803458,37.5728251,2,2635010300,0,1,0,0,계단식,1,0,0,517,73.86842901,4,50266.68,16,13.975,9.283333333,19.525,517,38189.9778,2065000,545.6800348,0
3292,A36395105,오송모아미래도아파트,127.2506362,37.41186548,2,4311325026,0,1,0,0,계단식,1,0,0,400,84.789628,4,67522.6844,11,12.18333333,7.125,17.86666667,400,33915.8512,764700,563.4155365,0
3293,A66411001,신우심포니,127.4855843,37.28343908,2,4824012700,0,1,0,0,계단식,1,0,0,294,64.12282993,2,30356.29,21,13.975,9.283333333,19.525,294,18852.112,374400,500.1443605,4
3294,A46271503,성남자이,128.4306386,36.09970163,1,4113310900,0,1,0,0,계단식,1,0,0,910,84.24635165,14,134166.11,14,12.71666667,8.758333333,17.19166667,910,76664.18,3328000,609.0166609,1
3295,A61381201,광안동일스위트,126.8858773,35.16900465,3,2650010400,0,1,0,0,계단식,1,0,0,210,80.41656286,3,28799,16,13.975,9.283333333,19.525,210,16887.4782,1848000,597.7567253,4
3297,A36175501,신영지웰홈스아파트,126.6288582,37.65773856,2,4311311400,0,1,0,0,계단식,1,0,0,452,92.35085177,11,54099.715,12,12.18333333,7.125,17.86666667,452,41742.585,993300,640.2699026,4
3298,A50011014,우성아파트,126.6390039,37.39679509,1,2917011200,0,1,0,0,계단식,1,0,0,564,104.1314894,6,71206.68,31,14.16666667,10.1,18.8,564,58730.16,852800,415.2647507,4
3299,A15883401,신정뉴타운두산위브,126.8339251,35.18868253,2,1147010300,0,1,0,0,혼합식,1,0,0,357,73.94453782,6,55831.22,9,12.71666667,8.758333333,17.19166667,357,26398.2,4488000,752.3454724,5
3300,A30115005,파라곤,126.6946291,37.5916946,1,3014011400,0,1,0,0,계단식,1,0,0,1040,93.90465385,10,155003.435,16,12.18333333,7.125,17.86666667,1040,97660.84,1195000,491.088441,0
3301,A63085209,삼계화성타운,127.074222,37.64772862,2,4812725028,0,1,0,0,계단식,1,0,0,330,106.6210909,5,48408.38,23,13.975,9.283333333,19.525,330,35184.96,647600,457.7130873,1
3302,A42003017,상동써미트빌아파트,129.3195073,36.00648365,2,4119010900,0,1,0,0,계단식,1,0,0,559,110.9688211,11,102210.077,19,12.71666667,8.758333333,17.19166667,559,62031.571,3587000,510.0523047,5
3303,A79088209,연일삼도3차한솔타운,126.793511,35.15812585,2,4711125323,0,1,0,0,혼합식,1,0,0,359,78.18963788,3,40409.24,23,13.375,8.508333333,18.88333333,359,28070.08,470300,487.4548808,4
3304,A45682310,참아름5단지,127.0771027,37.657689,1,4155025029,0,1,0,0,혼합식,0,0,1,517,46.06332302,6,41942.567,13,12.71666667,8.758333333,17.19166667,517,23814.738,1005000,528.1204437,4
3305,A47279904,평내마을중흥S클래스2단지,126.7739724,37.49786163,1,4136010200,0,1,0,0,계단식,1,0,0,416,84.24165769,6,57628.783,17,12.71666667,8.758333333,17.19166667,416,35044.5296,1950000,616.1045627,5
3306,A46503003,에코타운3단지,126.762674,37.50849217,2,4145010600,0,1,0,0,계단식,1,0,0,594,111.3725253,7,104849.538,17,12.71666667,8.758333333,17.19166667,594,66155.28,3570000,496.2751524,5
3307,A55571404,우미이노스빌,126.8775594,35.16356252,2,4613013500,0,1,0,0,계단식,1,0,0,411,88.11604745,6,49556.5129,17,14.16666667,10.1,18.8,411,36215.6955,906300,543.6039235,4
3308,A13611201,길음래미안2차,128.9881439,35.1403758,2,1129013400,0,1,0,0,계단식,1,0,0,560,81.63782143,11,90156.75,15,12.71666667,8.758333333,17.19166667,560,45717.18,4360000,676.9941847,0
3309,A61481601,신가야벽산블루밍,127.1611519,37.44954266,2,2623010900,0,1,0,0,타워형,1,0,0,436,84.52794771,4,57983.289,15,13.975,9.283333333,19.525,436,36854.1852,1360000,593.254155,0
3310,A15722304,치현마을동일스위트리버아파트,127.1735037,37.65932124,2,1150010900,0,1,0,0,계단식,1,0,0,213,78.40527324,3,21769.88,17,12.71666667,8.758333333,17.19166667,213,16700.3232,3315000,563.9208228,4
3311,A69002201,영산홍주택,127.1581925,37.27131247,2,5011010400,0,0,1,0,계단식,1,0,0,312,58.64307692,9,25691.19,28,16.75833333,13.96666667,19.95,312,18296.64,929900,31.88417837,4
3312,A50086510,금호아파트,128.5476338,35.86274679,1,2917012700,0,1,0,0,계단식,1,0,0,480,84.72,6,57700,25,14.16666667,10.1,18.8,480,40665.6,915500,501.1795473,1
3313,A56082210,서신동 2차광진장미,128.7235848,35.83912055,1,4511112900,0,1,0,0,계단식,1,0,0,428,59.55,5,40780.44,20,13.56666667,9.275,18.74166667,428,25487.4,910000,500.2680082,5
3314,A36583201,산일전원아파트,127.0775725,37.21036636,2,4375037027,0,1,0,0,복도식,1,0,0,161,47.56270807,1,10771.63,22,12.18333333,7.125,17.86666667,161,7657.596,479400,66.61403048,3
3315,A46374427,정자느티마을3단지4단지,127.4224665,36.63193399,1,4113510300,0,1,0,0,복도식,1,0,0,1776,63.08467342,28,170617,27,12.71666667,8.758333333,17.19166667,1776,112038.38,5175000,526.9923723,1
3316,A41081003,마두백마마을4단지한양청구,126.9202911,37.50427688,1,4128510500,0,1,0,0,계단식,1,0,0,668,116.8584132,12,120232,27,12.71666667,8.758333333,17.19166667,668,78061.42,2483000,464.2114718,4
3317,A78095511,신흥2차로얄맨션,127.7426039,34.75439,2,4713012400,0,1,0,0,혼합식,1,0,0,294,75.11755102,2,30931.78,26,13.375,8.508333333,18.88333333,294,22084.56,592300,498.6787904,4
3318,A10086301,충무로진양,126.9892703,37.49125188,2,1114013200,0,0,0,1,복도식,1,0,0,288,85.77253472,2,32476,51,12.71666667,8.758333333,17.19166667,286,24702.49,19560000,507.193067,0
3319,A11081302,인왕산아이파크,127.1343748,37.60850811,1,1111018700,0,1,0,0,계단식,1,0,0,810,93.91555185,17,142421.01,13,12.71666667,8.758333333,17.19166667,810,76071.597,4708000,722.7806172,0
3320,A39011001,로즈웰모산힐아파트,126.6441514,37.40381485,2,4315011400,0,1,0,0,계단식,1,0,0,180,84.95253333,2,23606.71,18,12.18333333,7.125,17.86666667,180,15291.456,419000,512.8705533,4
3321,A64577207,벚꽃마을주공,126.964822,37.47069817,2,4812914200,0,1,0,0,계단식,1,0,0,600,72.019,15,62162.048,21,13.975,9.283333333,19.525,600,43211.4,1151000,515.7411972,4
3322,A71283102,진량영호맨션,126.8300847,35.21787989,2,4729025322,0,1,0,0,혼합식,1,0,0,186,72.69989247,2,21166,28,13.375,8.508333333,18.88333333,186,13522.18,700000,525.4404862,3
3323,A51975106,공간아파트,128.5945418,35.8855904,2,4679025021,0,1,0,0,계단식,1,0,0,302,81.96496689,3,33685.53,29,14.16666667,10.1,18.8,302,24753.42,552800,78.61869861,4
3324,A74086101,아포덕일한마음,127.1296483,35.80132068,2,4715025028,0,1,0,0,혼합식,1,0,0,1084,47.21802583,7,81215.13,17,13.375,8.508333333,18.88333333,1084,51184.34,380100,445.1934094,4
3325,A45075901,신명보람,126.9225263,35.18453359,1,4122011400,0,1,0,0,계단식,1,0,0,160,59.97,2,14266.08,26,12.71666667,8.758333333,17.19166667,160,9595.2,1137000,534.2983124,5
3326,A57686101,만경영광,126.7090676,37.53541624,2,4521025027,0,1,0,0,복도식,1,0,0,259,49.8,2,17447,21,13.56666667,9.275,18.74166667,259,12898.2,48100,345.6653512,4
3327,A68175101,우정아이파크,127.956242,37.32474877,2,3111010800,0,1,0,0,계단식,1,0,0,820,111.6204523,10,157664.012,11,13.975,9.283333333,19.525,820,91528.7709,1675000,618.5613581,0
3328,A61182301,연산서전기아타운아파트,127.5296014,34.94019581,1,2647010200,0,1,0,0,복도식,1,0,0,161,70.44372671,3,17289,27,13.975,9.283333333,19.525,152,11341.44,1979000,123.2995252,3
3330,A70276903,산격대우아파트,126.7321775,37.52792439,2,2723011100,0,1,0,0,혼합식,1,0,0,1702,83.06289072,11,234786.55,22,13.375,8.508333333,18.88333333,1702,141373.04,1870000,460.1340892,5
3331,A73093206,화진2차금봉타운,127.0165514,37.54109624,1,4719012100,0,1,0,0,계단식,1,0,0,300,79.168,2,30699.69,28,13.375,8.508333333,18.88333333,300,23750.4,641500,45.41558598,3
3332,A61203037,대림1차아파트,128.9772134,35.10922078,2,2635010700,0,1,0,0,계단식,1,0,0,1424,87.98443539,19,186761,25,13.975,9.283333333,19.525,1424,125289.836,2212000,445.6564344,0
3333,A70280710,칠곡그린빌2차,127.1604928,37.59851641,2,2723012300,0,1,0,0,계단식,1,0,0,656,76.74243902,8,74737,20,13.375,8.508333333,18.88333333,656,50343.04,1656000,543.481181,0
3334,A12081703,디엠씨한양,126.6533565,37.56122077,2,1141011900,0,1,0,0,혼합식,1,0,0,660,88.64969697,6,79165,34,12.71666667,8.758333333,17.19166667,660,58508.8,5850000,430.3105259,5
3335,A33607003,아산 삼환나우빌 아파트,127.027705,37.13390746,1,4420010300,0,1,0,0,계단식,1,0,0,256,97.49127813,7,38263.578,15,12.63333333,7.8,18.24166667,256,24957.7672,601300,562.7139995,0
3336,A41202002,래미안휴레스트,127.1005852,37.51445926,1,4128110600,0,1,0,0,계단식,1,0,0,1651,95.54073895,22,206143.91,12,12.71666667,8.758333333,17.19166667,1651,157737.76,2498000,700.4802095,0
3337,A30274509,보라1단지,127.1221942,35.96396954,2,3017011200,0,1,0,0,복도식,0,1,0,870,30.89586207,4,38562,30,12.18333333,7.125,17.86666667,870,26879.4,1210000,287.4313911,4
3338,A44817001,수지동문,126.7014515,37.4257603,1,4146510100,0,1,0,0,계단식,1,0,0,368,114.93,5,54579.84,27,12.71666667,8.758333333,17.19166667,368,42294.24,3014000,105.2253412,4
3339,A41131218,일산산들마을5단지동문,129.0920314,35.17264592,1,4128710100,0,1,0,0,계단식,1,0,0,926,84.8617,8,123275,17,12.71666667,8.758333333,17.19166667,926,78581.9342,2143000,503.2732097,1
3340,A78075405,우주로얄맨션,126.8997976,35.10938798,2,4713012600,0,1,0,0,계단식,1,0,0,324,101.1493519,3,46139.15,29,13.375,8.508333333,18.88333333,324,32772.39,718200,403.6452382,4
3341,A25092102,홍천신아1차,127.1525846,36.87941665,2,4272025023,0,1,0,0,복도식,1,0,0,287,38.92902439,2,16339.82,23,11.94166667,6.966666667,17.80833333,287,11172.63,329200,429.9768721,1
3342,A36982406,한양1차아파트,128.2256035,37.15344095,2,4377034022,0,1,0,0,혼합식,1,0,0,298,50.53127517,4,21581.25,24,12.18333333,7.125,17.86666667,298,15058.32,355300,463.3500506,4
3343,A46380808,까치마을건영빌라3,127.0690825,37.83652178,1,4113511400,0,0,1,0,계단식,1,0,0,332,59.81566265,16,24684,26,12.71666667,8.758333333,17.19166667,332,19858.8,3745000,114.255519,3
